Address;Zipcode;Latitude;Longitude;Price;Date;Rooms;Bathrooms;Surface;Floor;Elevator;Air_Conditioner;Heater;Parking;Balcony;Terrace;Swimming_Pool
San Leandro Fuencarral - El Pardo;28048;40.518723;-3.7765486;231000;2023-06-06;2;1;66;0;1;0;1;0;0;0;0
Monforte de Lemos Fuencarral - El Pardo;28029;40.47742;-3.7129996;212000;2023-05-29;2;1;53;0;1;0;0;0;0;1;0
Barrio de Salamanca;28000;40.436337;-3.686432;1290000;2023-06-03;7;7;145;0;1;1;1;0;0;0;0
Calle del Conde de Peñalver Barrio de Salamanca;28006;40.428036;-3.6751869;399900;2023-06-10;2;1;65;10;1;0;0;0;0;0;0
De las Minas Centro;28004;40.425182;-3.7061105;658000;2023-06-13;2;2;128;9;1;1;0;0;0;0;0
Federico Grases Carabanchel;28025;40.37554;-3.7440164;115000;2023-06-08;2;1;63;8;1;0;0;0;0;0;0
Avenida de las Águilas Latina;28044;40.382534;-3.7727528;164500;2023-05-31;2;1;60;7;1;0;0;0;0;0;0
Calle de Pablo Sarasate Latina;28047;40.404716;-3.7315295;174900;2023-06-05;3;2;73;0;0;1;1;0;0;1;0
Camarillas Barajas;28042;40.472767;-3.577098;196500;2023-05-20;0;1;38;7;1;0;1;0;0;1;1
De Carrero Juan Ramón Carabanchel;28025;40.379955;-3.7309446;129900;2023-06-12;2;1;63;6;0;0;1;0;0;0;0
Povedilla Barrio de Salamanca;28009;40.423855;-3.670496;520000;2023-06-16;4;1;94;9;1;0;0;0;0;0;0
Calle de la Oca Carabanchel;28025;40.387917;-3.743267;198000;2023-06-15;3;2;75;8;0;0;1;0;0;1;0
Calle de la Oca Carabanchel;28025;40.388268;-3.7433171;198000;2023-06-14;3;2;75;8;0;0;1;0;0;1;0
Barrio de Salamanca;28001;40.421806;-3.6867502;3850000;2023-06-15;4;4;269;6;1;0;0;0;0;0;0
Calle Esgrima Centro;28012;40.411278;-3.7040834;459000;2023-06-15;3;1;102;7;0;0;1;0;1;0;0
Camino de la Suerte Villa de Vallecas;28031;40.375137;-3.6180344;118000;2023-05-18;2;1;61;8;0;1;0;0;0;0;0
Rio Rosas Chamberí;28003;40.442024;-3.7027528;280250;2023-07-09;1;1;46;3;0;0;0;0;0;0;0
Sierra Carbonera Puente de Vallecas;28053;40.39245;-3.6639674;205770;2023-07-12;3;2;98;3;0;0;0;0;0;0;0
Plaza de Matute Centro;28012;40.413307;-3.6996663;390000;2023-06-15;2;2;105;3;1;0;0;0;0;0;0
Calle de Atocha Centro;28012;40.411644;-3.6980927;509000;2023-06-15;2;2;112;6;1;1;0;0;1;0;0
Calle de Pan y Toros Villaverde;28041;40.35714;-3.6948557;137000;2023-05-16;2;1;60;7;1;1;0;0;0;0;0
Calle de San Francisco el Grande Usera;28026;40.38484;-3.7096956;135000;2023-05-16;3;1;60;3;0;0;0;0;0;0;0
Calle San Juan de Ávila Ciudad Lineal;28033;40.469723;-3.6677148;298000;2022-11-23;2;1;66;3;1;1;1;0;0;0;0
Calle del Doctor Fourquet Centro;28012;40.40731;-3.698003;105000;2023-06-14;2;1;21;7;0;0;0;0;0;0;0
Calle Esgrima Centro;28012;40.411144;-3.7042475;459000;2023-06-14;3;1;102;7;0;0;1;0;1;0;0
Calle de Zalamea San Blas;28037;40.42901;-3.6248608;115000;2023-06-14;2;1;55;6;1;0;1;0;0;1;0
De la Albufera Puente de Vallecas;28038;40.393394;-3.6565673;185000;2023-05-24;2;1;69;0;1;0;0;0;0;0;0
Retiro;28009;40.417118;-3.6747315;800000;2023-06-14;3;2;120;0;1;1;0;0;0;0;0
Mesón de Paredes 80 Centro;28012;40.406513;-3.7019124;149000;2023-06-14;1;1;57;0;0;0;0;0;0;0;0
Santa Brigida 15 Centro;28004;40.424587;-3.699392;179500;2023-06-14;1;1;37;0;0;0;0;0;0;0;0
Calle de Embajadores Arganzuela;28045;40.388348;-3.6913443;585000;2023-06-14;4;2;148;8;1;0;0;0;1;1;0
San Leandro Fuencarral - El Pardo;28048;40.518723;-3.7765486;231000;2023-06-06;2;1;66;0;1;0;1;0;0;0;0
Monforte de Lemos Fuencarral - El Pardo;28029;40.47742;-3.7129996;212000;2023-05-29;2;1;53;0;1;0;0;0;0;1;0
Barrio de Salamanca;28000;40.436337;-3.686432;1290000;2023-06-03;7;7;145;0;1;1;1;0;0;0;0
Calle del Conde de Peñalver Barrio de Salamanca;28006;40.428036;-3.6751869;399900;2023-06-10;2;1;65;10;1;0;0;0;0;0;0
De las Minas Centro;28004;40.425182;-3.7061105;658000;2023-06-13;2;2;128;9;1;1;0;0;0;0;0
Federico Grases Carabanchel;28025;40.37554;-3.7440164;115000;2023-06-08;2;1;63;8;1;0;0;0;0;0;0
Avenida de las Águilas Latina;28044;40.382534;-3.7727528;164500;2023-05-31;2;1;60;7;1;0;0;0;0;0;0
Calle de Pablo Sarasate Latina;28047;40.404716;-3.7315295;174900;2023-06-05;3;2;73;0;0;1;1;0;0;1;0
Camarillas Barajas;28042;40.472767;-3.577098;196500;2023-05-20;0;1;38;7;1;0;1;0;0;1;1
Povedilla Barrio de Salamanca;28009;40.423855;-3.670496;520000;2023-06-16;4;1;94;9;1;0;0;0;0;0;0
Calle de la Oca Carabanchel;28025;40.387917;-3.743267;198000;2023-06-15;3;2;75;8;0;0;1;0;0;1;0
Calle de la Oca Carabanchel;28025;40.388268;-3.7433171;198000;2023-06-14;3;2;75;8;0;0;1;0;0;1;0
Barrio de Salamanca;28001;40.421806;-3.6867502;3850000;2023-06-15;4;4;269;6;1;0;0;0;0;0;0
Calle Esgrima Centro;28012;40.411278;-3.7040834;459000;2023-06-15;3;1;102;7;0;0;1;0;1;0;0
Camino de la Suerte Villa de Vallecas;28031;40.375137;-3.6180344;118000;2023-05-18;2;1;61;8;0;1;0;0;0;0;0
Rio Rosas Chamberí;28003;40.442024;-3.7027528;280250;2023-07-09;1;1;46;3;0;0;0;0;0;0;0
Sierra Carbonera Puente de Vallecas;28053;40.39245;-3.6639674;205770;2023-07-12;3;2;98;3;0;0;0;0;0;0;0
Plaza de Matute Centro;28012;40.413307;-3.6996663;390000;2023-06-15;2;2;105;3;1;0;0;0;0;0;0
Calle de Atocha Centro;28012;40.411644;-3.6980927;509000;2023-06-15;2;2;112;6;1;1;0;0;1;0;0
Calle de Pan y Toros Villaverde;28041;40.35714;-3.6948557;137000;2023-05-16;2;1;60;7;1;1;0;0;0;0;0
Calle de San Francisco el Grande Usera;28026;40.38484;-3.7096956;135000;2023-05-16;3;1;60;3;0;0;0;0;0;0;0
Calle San Juan de Ávila Ciudad Lineal;28033;40.469723;-3.6677148;298000;2022-11-23;2;1;66;3;1;1;1;0;0;0;0
Calle del Doctor Fourquet Centro;28012;40.40731;-3.698003;105000;2023-06-14;2;1;21;7;0;0;0;0;0;0;0
Calle Esgrima Centro;28012;40.411144;-3.7042475;459000;2023-06-14;3;1;102;7;0;0;1;0;1;0;0
Calle de Zalamea San Blas;28037;40.42901;-3.6248608;115000;2023-06-14;2;1;55;6;1;0;1;0;0;1;0
De la Albufera Puente de Vallecas;28038;40.393394;-3.6565673;185000;2023-05-24;2;1;69;0;1;0;0;0;0;0;0
Retiro;28009;40.417118;-3.6747315;800000;2023-06-14;3;2;120;0;1;1;0;0;0;0;0
Mesón de Paredes 80 Centro;28012;40.406513;-3.7019124;149000;2023-06-14;1;1;57;0;0;0;0;0;0;0;0
Santa Brigida 15 Centro;28004;40.424587;-3.699392;179500;2023-06-14;1;1;37;0;0;0;0;0;0;0;0
Calle de Embajadores Arganzuela;28045;40.388348;-3.6913443;585000;2023-06-14;4;2;148;8;1;0;0;0;1;1;0
San Leandro Fuencarral - El Pardo;28048;40.518723;-3.7765486;231000;2023-06-06;2;1;66;0;1;0;1;0;0;0;0
Monforte de Lemos Fuencarral - El Pardo;28029;40.47742;-3.7129996;212000;2023-05-29;2;1;53;0;1;0;0;0;0;1;0
Barrio de Salamanca;28000;40.436337;-3.686432;1290000;2023-06-03;7;7;145;0;1;1;1;0;0;0;0
Calle del Conde de Peñalver Barrio de Salamanca;28006;40.428036;-3.6751869;399900;2023-06-10;2;1;65;10;1;0;0;0;0;0;0
De las Minas Centro;28004;40.425182;-3.7061105;658000;2023-06-13;2;2;128;9;1;1;0;0;0;0;0
Federico Grases Carabanchel;28025;40.37554;-3.7440164;115000;2023-06-08;2;1;63;8;1;0;0;0;0;0;0
Avenida de las Águilas Latina;28044;40.382534;-3.7727528;164500;2023-05-31;2;1;60;7;1;0;0;0;0;0;0
Calle de Pablo Sarasate Latina;28047;40.404716;-3.7315295;174900;2023-06-05;3;2;73;0;0;1;1;0;0;1;0
Camarillas Barajas;28042;40.472767;-3.577098;196500;2023-05-20;0;1;38;7;1;0;1;0;0;1;1
Povedilla Barrio de Salamanca;28009;40.423855;-3.670496;520000;2023-06-16;4;1;94;9;1;0;0;0;0;0;0
Calle de la Oca Carabanchel;28025;40.387917;-3.743267;198000;2023-06-15;3;2;75;8;0;0;1;0;0;1;0
Calle de la Oca Carabanchel;28025;40.388268;-3.7433171;198000;2023-06-14;3;2;75;8;0;0;1;0;0;1;0
Barrio de Salamanca;28001;40.421806;-3.6867502;3850000;2023-06-15;4;4;269;6;1;0;0;0;0;0;0
Calle Esgrima Centro;28012;40.411278;-3.7040834;459000;2023-06-15;3;1;102;7;0;0;1;0;1;0;0
Camino de la Suerte Villa de Vallecas;28031;40.375137;-3.6180344;118000;2023-05-18;2;1;61;8;0;1;0;0;0;0;0
Rio Rosas Chamberí;28003;40.442024;-3.7027528;280250;2023-07-09;1;1;46;3;0;0;0;0;0;0;0
Sierra Carbonera Puente de Vallecas;28053;40.39245;-3.6639674;205770;2023-07-12;3;2;98;3;0;0;0;0;0;0;0
Plaza de Matute Centro;28012;40.413307;-3.6996663;390000;2023-06-15;2;2;105;3;1;0;0;0;0;0;0
Calle de Atocha Centro;28012;40.411644;-3.6980927;509000;2023-06-15;2;2;112;6;1;1;0;0;1;0;0
Calle de Pan y Toros Villaverde;28041;40.35714;-3.6948557;137000;2023-05-16;2;1;60;7;1;1;0;0;0;0;0
Calle de San Francisco el Grande Usera;28026;40.38484;-3.7096956;135000;2023-05-16;3;1;60;3;0;0;0;0;0;0;0
Calle San Juan de Ávila Ciudad Lineal;28033;40.469723;-3.6677148;298000;2022-11-23;2;1;66;3;1;1;1;0;0;0;0
Calle del Doctor Fourquet Centro;28012;40.40731;-3.698003;105000;2023-06-14;2;1;21;7;0;0;0;0;0;0;0
Calle Esgrima Centro;28012;40.411144;-3.7042475;459000;2023-06-14;3;1;102;7;0;0;1;0;1;0;0
Calle de Zalamea San Blas;28037;40.42901;-3.6248608;115000;2023-06-14;2;1;55;6;1;0;1;0;0;1;0
De la Albufera Puente de Vallecas;28038;40.393394;-3.6565673;185000;2023-05-24;2;1;69;0;1;0;0;0;0;0;0
Retiro;28009;40.417118;-3.6747315;800000;2023-06-14;3;2;120;0;1;1;0;0;0;0;0
Mesón de Paredes 80 Centro;28012;40.406513;-3.7019124;149000;2023-06-14;1;1;57;0;0;0;0;0;0;0;0
Santa Brigida 15 Centro;28004;40.424587;-3.699392;179500;2023-06-14;1;1;37;0;0;0;0;0;0;0;0
Calle de Embajadores Arganzuela;28045;40.388348;-3.6913443;585000;2023-06-14;4;2;148;8;1;0;0;0;1;1;0
San Leandro Fuencarral - El Pardo;28048;40.518723;-3.7765486;231000;2023-06-06;2;1;66;0;1;0;1;0;0;0;0
Monforte de Lemos Fuencarral - El Pardo;28029;40.47742;-3.7129996;212000;2023-05-29;2;1;53;0;1;0;0;0;0;1;0
Barrio de Salamanca;28000;40.436337;-3.686432;1290000;2023-06-03;7;7;145;0;1;1;1;0;0;0;0
Calle del Conde de Peñalver Barrio de Salamanca;28006;40.428036;-3.6751869;399900;2023-06-10;2;1;65;10;1;0;0;0;0;0;0
De las Minas Centro;28004;40.425182;-3.7061105;658000;2023-06-13;2;2;128;9;1;1;0;0;0;0;0
Federico Grases Carabanchel;28025;40.37554;-3.7440164;115000;2023-06-08;2;1;63;8;1;0;0;0;0;0;0
Avenida de las Águilas Latina;28044;40.382534;-3.7727528;164500;2023-05-31;2;1;60;7;1;0;0;0;0;0;0
Calle de Pablo Sarasate Latina;28047;40.404716;-3.7315295;174900;2023-06-05;3;2;73;0;0;1;1;0;0;1;0
Camarillas Barajas;28042;40.472767;-3.577098;196500;2023-05-20;0;1;38;7;1;0;1;0;0;1;1
Povedilla Barrio de Salamanca;28009;40.423855;-3.670496;520000;2023-06-16;4;1;94;9;1;0;0;0;0;0;0
Calle de la Oca Carabanchel;28025;40.387917;-3.743267;198000;2023-06-15;3;2;75;8;0;0;1;0;0;1;0
Calle de la Oca Carabanchel;28025;40.388268;-3.7433171;198000;2023-06-14;3;2;75;8;0;0;1;0;0;1;0
Barrio de Salamanca;28001;40.421806;-3.6867502;3850000;2023-06-15;4;4;269;6;1;0;0;0;0;0;0
Calle Esgrima Centro;28012;40.411278;-3.7040834;459000;2023-06-15;3;1;102;7;0;0;1;0;1;0;0
Camino de la Suerte Villa de Vallecas;28031;40.375137;-3.6180344;118000;2023-05-18;2;1;61;8;0;1;0;0;0;0;0
Rio Rosas Chamberí;28003;40.442024;-3.7027528;280250;2023-07-09;1;1;46;3;0;0;0;0;0;0;0
Sierra Carbonera Puente de Vallecas;28053;40.39245;-3.6639674;205770;2023-07-12;3;2;98;3;0;0;0;0;0;0;0
Plaza de Matute Centro;28012;40.413307;-3.6996663;390000;2023-06-15;2;2;105;3;1;0;0;0;0;0;0
Calle de Atocha Centro;28012;40.411644;-3.6980927;509000;2023-06-15;2;2;112;6;1;1;0;0;1;0;0
Calle de Pan y Toros Villaverde;28041;40.35714;-3.6948557;137000;2023-05-16;2;1;60;7;1;1;0;0;0;0;0
Calle de San Francisco el Grande Usera;28026;40.38484;-3.7096956;135000;2023-05-16;3;1;60;3;0;0;0;0;0;0;0
Calle San Juan de Ávila Ciudad Lineal;28033;40.469723;-3.6677148;298000;2022-11-23;2;1;66;3;1;1;1;0;0;0;0
Calle del Doctor Fourquet Centro;28012;40.40731;-3.698003;105000;2023-06-14;2;1;21;7;0;0;0;0;0;0;0
Calle Esgrima Centro;28012;40.411144;-3.7042475;459000;2023-06-14;3;1;102;7;0;0;1;0;1;0;0
Calle de Zalamea San Blas;28037;40.42901;-3.6248608;115000;2023-06-14;2;1;55;6;1;0;1;0;0;1;0
De la Albufera Puente de Vallecas;28038;40.393394;-3.6565673;185000;2023-05-24;2;1;69;0;1;0;0;0;0;0;0
Retiro;28009;40.417118;-3.6747315;800000;2023-06-14;3;2;120;0;1;1;0;0;0;0;0
Mesón de Paredes 80 Centro;28012;40.406513;-3.7019124;149000;2023-06-14;1;1;57;0;0;0;0;0;0;0;0
Santa Brigida 15 Centro;28004;40.424587;-3.699392;179500;2023-06-14;1;1;37;0;0;0;0;0;0;0;0
Calle de Embajadores Arganzuela;28045;40.388348;-3.6913443;585000;2023-06-14;4;2;148;8;1;0;0;0;1;1;0
San Leandro Fuencarral - El Pardo;28048;40.518723;-3.7765486;231000;2023-06-06;2;1;66;0;1;0;1;0;0;0;0
Monforte de Lemos Fuencarral - El Pardo;28029;40.47742;-3.7129996;212000;2023-05-29;2;1;53;0;1;0;0;0;0;1;0
Barrio de Salamanca;28000;40.436337;-3.686432;1290000;2023-06-03;7;7;145;0;1;1;1;0;0;0;0
Calle del Conde de Peñalver Barrio de Salamanca;28006;40.428036;-3.6751869;399900;2023-06-10;2;1;65;10;1;0;0;0;0;0;0
De las Minas Centro;28004;40.425182;-3.7061105;658000;2023-06-13;2;2;128;9;1;1;0;0;0;0;0
Federico Grases Carabanchel;28025;40.37554;-3.7440164;115000;2023-06-08;2;1;63;8;1;0;0;0;0;0;0
Avenida de las Águilas Latina;28044;40.382534;-3.7727528;164500;2023-05-31;2;1;60;7;1;0;0;0;0;0;0
Calle de Pablo Sarasate Latina;28047;40.404716;-3.7315295;174900;2023-06-05;3;2;73;0;0;1;1;0;0;1;0
Camarillas Barajas;28042;40.472767;-3.577098;196500;2023-05-20;0;1;38;7;1;0;1;0;0;1;1
Povedilla Barrio de Salamanca;28009;40.423855;-3.670496;520000;2023-06-16;4;1;94;9;1;0;0;0;0;0;0
Calle de la Oca Carabanchel;28025;40.387917;-3.743267;198000;2023-06-15;3;2;75;8;0;0;1;0;0;1;0
Calle de la Oca Carabanchel;28025;40.388268;-3.7433171;198000;2023-06-14;3;2;75;8;0;0;1;0;0;1;0
Barrio de Salamanca;28001;40.421806;-3.6867502;3850000;2023-06-15;4;4;269;6;1;0;0;0;0;0;0
Calle Esgrima Centro;28012;40.411278;-3.7040834;459000;2023-06-15;3;1;102;7;0;0;1;0;1;0;0
Camino de la Suerte Villa de Vallecas;28031;40.375137;-3.6180344;118000;2023-05-18;2;1;61;8;0;1;0;0;0;0;0
Rio Rosas Chamberí;28003;40.442024;-3.7027528;280250;2023-07-09;1;1;46;3;0;0;0;0;0;0;0
Sierra Carbonera Puente de Vallecas;28053;40.39245;-3.6639674;205770;2023-07-12;3;2;98;3;0;0;0;0;0;0;0
Plaza de Matute Centro;28012;40.413307;-3.6996663;390000;2023-06-15;2;2;105;3;1;0;0;0;0;0;0
Calle de Atocha Centro;28012;40.411644;-3.6980927;509000;2023-06-15;2;2;112;6;1;1;0;0;1;0;0
Calle de Pan y Toros Villaverde;28041;40.35714;-3.6948557;137000;2023-05-16;2;1;60;7;1;1;0;0;0;0;0
Calle de San Francisco el Grande Usera;28026;40.38484;-3.7096956;135000;2023-05-16;3;1;60;3;0;0;0;0;0;0;0
Calle San Juan de Ávila Ciudad Lineal;28033;40.469723;-3.6677148;298000;2022-11-23;2;1;66;3;1;1;1;0;0;0;0
Calle del Doctor Fourquet Centro;28012;40.40731;-3.698003;105000;2023-06-14;2;1;21;7;0;0;0;0;0;0;0
Calle Esgrima Centro;28012;40.411144;-3.7042475;459000;2023-06-14;3;1;102;7;0;0;1;0;1;0;0
Calle de Zalamea San Blas;28037;40.42901;-3.6248608;115000;2023-06-14;2;1;55;6;1;0;1;0;0;1;0
De la Albufera Puente de Vallecas;28038;40.393394;-3.6565673;185000;2023-05-24;2;1;69;0;1;0;0;0;0;0;0
Retiro;28009;40.417118;-3.6747315;800000;2023-06-14;3;2;120;0;1;1;0;0;0;0;0
Mesón de Paredes 80 Centro;28012;40.406513;-3.7019124;149000;2023-06-14;1;1;57;0;0;0;0;0;0;0;0
Santa Brigida 15 Centro;28004;40.424587;-3.699392;179500;2023-06-14;1;1;37;0;0;0;0;0;0;0;0
Calle de Embajadores Arganzuela;28045;40.388348;-3.6913443;585000;2023-06-14;4;2;148;8;1;0;0;0;1;1;0
San Leandro Fuencarral - El Pardo;28048;40.518723;-3.7765486;231000;2023-06-06;2;1;66;0;1;0;1;0;0;0;0
Monforte de Lemos Fuencarral - El Pardo;28029;40.47742;-3.7129996;212000;2023-05-29;2;1;53;0;1;0;0;0;0;1;0
Barrio de Salamanca;28000;40.436337;-3.686432;1290000;2023-06-03;7;7;145;0;1;1;1;0;0;0;0
Calle del Conde de Peñalver Barrio de Salamanca;28006;40.428036;-3.6751869;399900;2023-06-10;2;1;65;10;1;0;0;0;0;0;0
De las Minas Centro;28004;40.425182;-3.7061105;658000;2023-06-13;2;2;128;9;1;1;0;0;0;0;0
Federico Grases Carabanchel;28025;40.37554;-3.7440164;115000;2023-06-08;2;1;63;8;1;0;0;0;0;0;0
Avenida de las Águilas Latina;28044;40.382534;-3.7727528;164500;2023-05-31;2;1;60;7;1;0;0;0;0;0;0
Calle de Pablo Sarasate Latina;28047;40.404716;-3.7315295;174900;2023-06-05;3;2;73;0;0;1;1;0;0;1;0
Camarillas Barajas;28042;40.472767;-3.577098;196500;2023-05-20;0;1;38;7;1;0;1;0;0;1;1
Povedilla Barrio de Salamanca;28009;40.423855;-3.670496;520000;2023-06-16;4;1;94;9;1;0;0;0;0;0;0
Calle de la Oca Carabanchel;28025;40.387917;-3.743267;198000;2023-06-15;3;2;75;8;0;0;1;0;0;1;0
Calle de la Oca Carabanchel;28025;40.388268;-3.7433171;198000;2023-06-14;3;2;75;8;0;0;1;0;0;1;0
Barrio de Salamanca;28001;40.421806;-3.6867502;3850000;2023-06-15;4;4;269;6;1;0;0;0;0;0;0
Calle Esgrima Centro;28012;40.411278;-3.7040834;459000;2023-06-15;3;1;102;7;0;0;1;0;1;0;0
Camino de la Suerte Villa de Vallecas;28031;40.375137;-3.6180344;118000;2023-05-18;2;1;61;8;0;1;0;0;0;0;0
Rio Rosas Chamberí;28003;40.442024;-3.7027528;280250;2023-07-09;1;1;46;3;0;0;0;0;0;0;0
Sierra Carbonera Puente de Vallecas;28053;40.39245;-3.6639674;205770;2023-07-12;3;2;98;3;0;0;0;0;0;0;0
Plaza de Matute Centro;28012;40.413307;-3.6996663;390000;2023-06-15;2;2;105;3;1;0;0;0;0;0;0
Calle de Atocha Centro;28012;40.411644;-3.6980927;509000;2023-06-15;2;2;112;6;1;1;0;0;1;0;0
Calle de Pan y Toros Villaverde;28041;40.35714;-3.6948557;137000;2023-05-16;2;1;60;7;1;1;0;0;0;0;0
Calle de San Francisco el Grande Usera;28026;40.38484;-3.7096956;135000;2023-05-16;3;1;60;3;0;0;0;0;0;0;0
Calle San Juan de Ávila Ciudad Lineal;28033;40.469723;-3.6677148;298000;2022-11-23;2;1;66;3;1;1;1;0;0;0;0
Calle del Doctor Fourquet Centro;28012;40.40731;-3.698003;105000;2023-06-14;2;1;21;7;0;0;0;0;0;0;0
Calle Esgrima Centro;28012;40.411144;-3.7042475;459000;2023-06-14;3;1;102;7;0;0;1;0;1;0;0
Calle de Zalamea San Blas;28037;40.42901;-3.6248608;115000;2023-06-14;2;1;55;6;1;0;1;0;0;1;0
De la Albufera Puente de Vallecas;28038;40.393394;-3.6565673;185000;2023-05-24;2;1;69;0;1;0;0;0;0;0;0
Retiro;28009;40.417118;-3.6747315;800000;2023-06-14;3;2;120;0;1;1;0;0;0;0;0
Mesón de Paredes 80 Centro;28012;40.406513;-3.7019124;149000;2023-06-14;1;1;57;0;0;0;0;0;0;0;0
Santa Brigida 15 Centro;28004;40.424587;-3.699392;179500;2023-06-14;1;1;37;0;0;0;0;0;0;0;0
Calle de Embajadores Arganzuela;28045;40.388348;-3.6913443;585000;2023-06-14;4;2;148;8;1;0;0;0;1;1;0
San Leandro Fuencarral - El Pardo;28048;40.518723;-3.7765486;231000;2023-06-06;2;1;66;0;1;0;1;0;0;0;0
Monforte de Lemos Fuencarral - El Pardo;28029;40.47742;-3.7129996;212000;2023-05-29;2;1;53;0;1;0;0;0;0;1;0
Barrio de Salamanca;28000;40.436337;-3.686432;1290000;2023-06-03;7;7;145;0;1;1;1;0;0;0;0
Calle del Conde de Peñalver Barrio de Salamanca;28006;40.428036;-3.6751869;399900;2023-06-10;2;1;65;10;1;0;0;0;0;0;0
De las Minas Centro;28004;40.425182;-3.7061105;658000;2023-06-13;2;2;128;9;1;1;0;0;0;0;0
Federico Grases Carabanchel;28025;40.37554;-3.7440164;115000;2023-06-08;2;1;63;8;1;0;0;0;0;0;0
Avenida de las Águilas Latina;28044;40.382534;-3.7727528;164500;2023-05-31;2;1;60;7;1;0;0;0;0;0;0
Calle de Pablo Sarasate Latina;28047;40.404716;-3.7315295;174900;2023-06-05;3;2;73;0;0;1;1;0;0;1;0
Camarillas Barajas;28042;40.472767;-3.577098;196500;2023-05-20;0;1;38;7;1;0;1;0;0;1;1
Povedilla Barrio de Salamanca;28009;40.423855;-3.670496;520000;2023-06-16;4;1;94;9;1;0;0;0;0;0;0
Calle de la Oca Carabanchel;28025;40.387917;-3.743267;198000;2023-06-15;3;2;75;8;0;0;1;0;0;1;0
Calle de la Oca Carabanchel;28025;40.388268;-3.7433171;198000;2023-06-14;3;2;75;8;0;0;1;0;0;1;0
Barrio de Salamanca;28001;40.421806;-3.6867502;3850000;2023-06-15;4;4;269;6;1;0;0;0;0;0;0
Calle Esgrima Centro;28012;40.411278;-3.7040834;459000;2023-06-15;3;1;102;7;0;0;1;0;1;0;0
Camino de la Suerte Villa de Vallecas;28031;40.375137;-3.6180344;118000;2023-05-18;2;1;61;8;0;1;0;0;0;0;0
Rio Rosas Chamberí;28003;40.442024;-3.7027528;280250;2023-07-09;1;1;46;3;0;0;0;0;0;0;0
Sierra Carbonera Puente de Vallecas;28053;40.39245;-3.6639674;205770;2023-07-12;3;2;98;3;0;0;0;0;0;0;0
Plaza de Matute Centro;28012;40.413307;-3.6996663;390000;2023-06-15;2;2;105;3;1;0;0;0;0;0;0
Calle de Atocha Centro;28012;40.411644;-3.6980927;509000;2023-06-15;2;2;112;6;1;1;0;0;1;0;0
Calle de Pan y Toros Villaverde;28041;40.35714;-3.6948557;137000;2023-05-16;2;1;60;7;1;1;0;0;0;0;0
Calle de San Francisco el Grande Usera;28026;40.38484;-3.7096956;135000;2023-05-16;3;1;60;3;0;0;0;0;0;0;0
Calle San Juan de Ávila Ciudad Lineal;28033;40.469723;-3.6677148;298000;2022-11-23;2;1;66;3;1;1;1;0;0;0;0
Calle del Doctor Fourquet Centro;28012;40.40731;-3.698003;105000;2023-06-14;2;1;21;7;0;0;0;0;0;0;0
Calle Esgrima Centro;28012;40.411144;-3.7042475;459000;2023-06-14;3;1;102;7;0;0;1;0;1;0;0
Calle de Zalamea San Blas;28037;40.42901;-3.6248608;115000;2023-06-14;2;1;55;6;1;0;1;0;0;1;0
De la Albufera Puente de Vallecas;28038;40.393394;-3.6565673;185000;2023-05-24;2;1;69;0;1;0;0;0;0;0;0
Retiro;28009;40.417118;-3.6747315;800000;2023-06-14;3;2;120;0;1;1;0;0;0;0;0
Mesón de Paredes 80 Centro;28012;40.406513;-3.7019124;149000;2023-06-14;1;1;57;0;0;0;0;0;0;0;0
Santa Brigida 15 Centro;28004;40.424587;-3.699392;179500;2023-06-14;1;1;37;0;0;0;0;0;0;0;0
Calle de Embajadores Arganzuela;28045;40.388348;-3.6913443;585000;2023-06-14;4;2;148;8;1;0;0;0;1;1;0
San Leandro Fuencarral - El Pardo;28048;40.518723;-3.7765486;231000;2023-06-06;2;1;66;0;1;0;1;0;0;0;0
Monforte de Lemos Fuencarral - El Pardo;28029;40.47742;-3.7129996;212000;2023-05-29;2;1;53;0;1;0;0;0;0;1;0
Barrio de Salamanca;28000;40.436337;-3.686432;1290000;2023-06-03;7;7;145;0;1;1;1;0;0;0;0
Calle del Conde de Peñalver Barrio de Salamanca;28006;40.428036;-3.6751869;399900;2023-06-10;2;1;65;10;1;0;0;0;0;0;0
De las Minas Centro;28004;40.425182;-3.7061105;658000;2023-06-13;2;2;128;9;1;1;0;0;0;0;0
Federico Grases Carabanchel;28025;40.37554;-3.7440164;115000;2023-06-08;2;1;63;8;1;0;0;0;0;0;0
Avenida de las Águilas Latina;28044;40.382534;-3.7727528;164500;2023-05-31;2;1;60;7;1;0;0;0;0;0;0
Calle de Pablo Sarasate Latina;28047;40.404716;-3.7315295;174900;2023-06-05;3;2;73;0;0;1;1;0;0;1;0
Camarillas Barajas;28042;40.472767;-3.577098;196500;2023-05-20;0;1;38;7;1;0;1;0;0;1;1
San Magin Usera;28026;40.383404;-3.7156641;120000;2023-06-16;3;1;61;3;0;0;0;0;0;0;0
Calle del Doce de Octubre Retiro;28009;40.416016;-3.6747108;760000;2023-06-13;2;2;105;0;0;0;1;0;0;0;0
Povedilla Barrio de Salamanca;28009;40.423855;-3.670496;520000;2023-06-16;4;1;94;9;1;0;0;0;0;0;0
Calle de la Oca Carabanchel;28025;40.387917;-3.743267;198000;2023-06-15;3;2;75;8;0;0;1;0;0;1;0
Calle de la Oca Carabanchel;28025;40.388268;-3.7433171;198000;2023-06-14;3;2;75;8;0;0;1;0;0;1;0
