Address;Zipcode;Latitude;Longitude;Price;Date;Rooms;Bathrooms;Surface;Floor;Elevator;Air_Conditioner;Heater;Parking;Balcony;Terrace;Swimming_Pool
Puente de Vallecas;28018;40.381207;-3.644655;205000;2023-06-10;4;2;105;15;1;0;1;0;0;1;0
Avenida de América Barrio de Salamanca;28028;40.443058;-3.662278;680000;2023-06-30;4;2;181;14;1;1;1;0;0;0;0
San Blas;28037;40.43288;-3.6319344;169000;2023-03-20;1;1;69;6;1;1;1;0;0;0;0
Barrio de Salamanca;28028;40.435642;-3.674525;359900;2022-10-15;3;1;88;7;0;1;1;0;0;0;0
Cl Godella  Villaverde;28021;40.33669;-3.697994;81400;2023-05-26;3;1;48;10;0;0;0;0;0;0;0
Calle San Cipriano Vicálvaro;28032;40.40414;-3.603579;125000;2023-06-19;2;1;60;9;0;1;1;0;0;0;0
Arganzuela;28045;40.387714;-3.689762;385000;2022-07-19;3;2;87;3;0;1;0;0;0;0;1
Latina;28024;40.397766;-3.7704072;165000;2023-06-25;3;1;85;9;0;0;1;0;0;1;0
San Blas;28037;40.42812;-3.6190162;137600;2023-06-10;3;1;61;7;0;0;0;0;0;1;0
Vallehermoso Chamberí;28015;40.436943;-3.7084148;130000;2023-02-23;1;1;50;3;0;0;0;0;0;0;0
Villaverde;28021;40.350124;-3.7075474;187500;2023-05-29;4;2;100;0;0;1;1;0;0;0;1
Avenida Quinta San Blas;28022;40.445995;-3.5967467;170000;2023-04-12;3;1;90;2;0;0;0;0;0;1;0
Ciudad Lineal;28027;40.437607;-3.6427524;199990;2023-03-08;2;1;65;0;1;0;1;0;0;0;0
Tetuán;28039;40.461803;-3.700489;187000;2023-04-14;2;1;71;0;0;0;0;0;0;0;0
Carabanchel;28025;40.383984;-3.7431834;124000;2023-06-29;2;1;83;0;0;0;1;0;0;0;0
Calle de Ramiro Molina Latina;28011;40.409714;-3.7364979;98000;2023-05-23;2;2;40;8;0;0;0;0;0;0;0
Latina;28044;40.376137;-3.7728043;79000;2023-03-08;0;1;25;0;1;0;0;0;0;0;0
Moratalaz;28030;40.408195;-3.6555278;175000;2022-10-30;3;1;77;9;0;0;1;0;0;0;0
Ciudad Lineal;28017;40.42598;-3.6352377;122000;2023-03-23;3;1;62;0;0;0;0;0;0;0;0
Calle de las Higueras 19 Latina;28011;40.40709;-3.74437;97000;2023-01-19;3;1;56;9;0;0;1;0;0;0;0
Paseo de Extremadura Latina;28011;40.407677;-3.7443655;265000;2023-06-13;2;1;70;3;1;0;1;1;0;0;0
Carabanchel;28054;40.368767;-3.7423525;195000;2023-06-17;0;1;140;6;1;1;0;0;0;0;0
Calle de Ocaña Latina;28047;40.38629;-3.754876;149500;2023-06-06;3;1;70;9;0;0;0;0;0;1;0
Villaverde;28021;40.335785;-3.6875412;72400;2023-03-23;3;1;60;6;0;0;0;0;0;0;0
Puente de Vallecas;28038;40.39282;-3.6595924;73100;2023-06-03;1;1;34;3;0;0;0;0;0;0;0
Ciudad Lineal;28017;40.422596;-3.6532204;88000;2023-07-04;3;1;63;0;0;0;0;0;0;0;0
Usera;28026;40.3743;-3.7176895;205000;2023-03-01;3;2;131;6;1;1;1;0;0;1;0
Chamberí;28015;40.43702;-3.7066739;229000;2023-05-10;1;1;53;3;1;1;0;0;0;0;0
Monte Santo Villa de Vallecas;28031;40.376747;-3.6239839;120000;2023-06-02;3;1;50;7;0;1;1;0;0;0;0
Fuencarral - El Pardo;28050;40.497143;-3.6736546;355000;2023-06-12;2;2;132;3;1;0;1;0;0;1;0
Litos Villaverde;28021;40.34923;-3.7004309;90500;2023-06-26;2;1;61;10;0;0;0;0;0;1;0
Calle del Avefría Carabanchel;28025;40.383232;-3.7321398;114000;2023-04-06;2;1;51;7;0;0;1;0;1;0;0
Calle de Fuencaliente Ciudad Lineal;28017;40.428387;-3.6326852;168000;2023-03-05;3;1;81;4;0;0;1;0;0;0;0
Mirabel Latina;28044;40.378063;-3.780438;150000;2023-06-26;3;1;69;0;1;0;0;0;0;0;0
De Ramón Gómez de la Serna Fuencarral - El Pardo;28035;40.482933;-3.7252514;175000;2023-06-07;3;1;61;9;0;1;0;0;0;1;0
Avenida de Valdeculebras Villa de Vallecas;28051;40.358627;-3.5858326;394995;2023-06-17;3;3;120;0;0;0;0;0;0;0;0
Centro;28012;40.408855;-3.6996086;162000;2023-03-08;1;1;50;10;0;1;0;0;0;0;0
Calle del Alcaudón Carabanchel;28019;40.396282;-3.7324793;98000;2023-05-09;2;1;53;3;0;0;0;0;0;0;0
Villavaliente Latina;28011;40.40729;-3.7499394;167900;2023-05-30;3;1;71;9;0;1;0;0;0;1;0
Calle de Figueras Puente de Vallecas;28038;40.39088;-3.6456485;115240;2023-06-01;3;1;55;8;0;0;0;0;0;0;0
Marismas Puente de Vallecas;28038;40.401897;-3.6530433;140000;2023-03-23;2;1;82;8;1;1;0;0;0;0;0
Calle Villaverde a Perales del Río Villaverde;28021;40.33817;-3.6783597;167925;2023-03-23;1;1;68;0;1;0;0;0;0;1;1
Calle de Padilla Barrio de Salamanca;28006;40.431156;-3.6755002;429800;2023-03-23;3;1;90;7;1;1;1;0;0;0;0
Calle de Agustín de Betancourt Chamberí;28003;40.44475;-3.6951156;449000;2023-03-16;3;2;89;6;1;0;1;0;1;0;0
Calle del Arroyo Fontarrón Moratalaz;28030;40.39558;-3.634332;155000;2023-06-21;3;1;70;0;0;0;1;0;0;1;0
Calle de Ayamonte Carabanchel;28025;40.37563;-3.7462559;147000;2023-05-23;3;1;74;6;1;1;0;0;0;1;0
Moncloa - Aravaca;28039;40.464733;-3.7168853;230000;2023-06-20;3;1;68;7;1;0;1;0;1;1;0
Tetuán;28020;40.446934;-3.693219;144900;2023-03-07;1;1;46;3;1;0;0;0;0;0;0
Calle de Sierra de Filabres Puente de Vallecas;28038;40.396843;-3.6614149;125000;2023-07-05;2;1;63;7;0;1;1;0;0;1;0
Calle del Castillo de Arévalo San Blas;28037;40.42963;-3.6283493;108500;2023-05-05;2;1;50;3;0;0;0;0;0;1;0
Ciudad Lineal;28027;40.43372;-3.6586652;199500;2023-06-01;0;2;115;0;1;1;1;0;0;0;0
Calle Fray José Cerdeiriña Latina;28024;40.384083;-3.7809;102000;2023-03-21;2;1;65;10;0;0;1;0;0;1;0
Puente de Vallecas;28053;40.375084;-3.6635833;146000;2023-06-14;2;2;83;0;0;1;1;0;0;1;0
Calle del General Ricardos Carabanchel;28025;40.386467;-3.7347631;126000;2023-05-19;3;1;68;5;1;0;0;0;0;0;0
Calle de Luis Ruiz Ciudad Lineal;28017;40.431957;-3.639014;133000;2023-06-02;3;1;66;10;0;0;0;0;0;0;0
Ciudad Lineal;28017;40.433353;-3.6419866;131000;2023-04-24;3;1;68;0;0;0;1;0;0;0;0
Fuencarral - El Pardo;28050;40.499805;-3.6748087;450000;2021-12-27;3;2;130;7;1;1;0;1;0;1;1
Puente de Vallecas;28053;40.397495;-3.6682813;90000;2023-07-10;3;1;54;3;0;0;0;0;0;0;0
Ciudad Lineal;28017;40.434372;-3.6390684;109900;2023-06-01;2;1;45;8;0;0;0;0;0;0;0
Tetuán;28039;40.462803;-3.7040982;162000;2023-01-30;3;1;57;0;0;0;0;0;0;0;0
Calle de Maudes Chamberí;28003;40.445248;-3.6995502;478000;2023-02-14;3;1;95;11;1;1;1;0;0;1;1
Calle de Vital Aza 14 Ciudad Lineal;28017;40.43098;-3.64429;291700;2023-06-06;3;2;97;6;1;1;0;1;0;0;0
Jesús Centro;28014;40.41343;-3.6947002;365000;2023-06-27;2;1;58;10;1;1;1;0;1;1;0
Calle de Manuel Laborda Villaverde;28021;40.351593;-3.6851158;193000;2023-04-27;3;2;90;7;0;1;0;0;0;1;0
Andevalo Puente de Vallecas;28053;40.373764;-3.6676397;125000;2023-04-24;3;1;70;3;0;0;0;0;0;0;0
Villaverde;28041;40.353806;-3.69249;65256;2023-06-01;1;0;56;5;0;0;0;0;0;0;0
Avenida de Menéndez Pelayo Retiro;28007;40.40579;-3.6802185;235000;2023-05-08;3;1;67;6;1;0;1;0;0;0;0
San Blas;28022;40.419582;-3.608498;350000;2023-03-20;3;2;147;8;1;0;1;0;0;1;0
Calle de Gerardo Diego Puente de Vallecas;28018;40.38612;-3.6430678;178500;2023-06-27;4;2;116;6;1;1;0;0;0;1;0
Alozaina Usera;28041;40.370003;-3.6902757;136000;2023-06-17;3;1;90;8;0;0;1;0;0;1;0
Calle del Topacio Villaverde;28021;40.349766;-3.6857953;97000;2023-03-27;2;1;60;3;0;0;0;0;0;0;0
Albuñuelas Usera;28041;40.365746;-3.699403;190000;2023-05-26;4;2;127;0;1;0;0;0;1;1;0
Calle de Bocángel Barrio de Salamanca;28028;40.42871;-3.6631985;470000;2022-03-30;2;2;92;7;0;1;0;0;1;1;0
Retiro;28014;40.418907;-3.692959;150000;2023-05-17;3;2;100;6;0;1;0;0;1;1;0
Cl Huesa Puente de Vallecas;28053;40.374878;-3.6680403;76000;2023-06-07;3;2;70;3;0;0;0;0;0;0;0
Godella Villaverde;28021;40.34038;-3.6882474;79900;2023-03-07;3;1;63;0;0;1;1;0;0;0;0
Calle de José del Hierro Ciudad Lineal;28027;40.440002;-3.6444623;210000;2022-12-12;3;1;85;8;0;0;0;0;0;0;0
Calle del Camino Viejo de Leganés Carabanchel;28025;40.378048;-3.733979;92200;2023-02-24;3;1;76;3;0;0;0;0;0;0;0
Fuencarral - El Pardo;28035;40.474854;-3.7275658;88000;2023-06-01;0;0;75;0;0;0;0;0;0;0;0
Barrio de Salamanca;28006;40.434814;-3.675575;115000;2023-03-01;0;0;123;0;1;0;0;0;0;1;0
Joaquín Arjona Tetuán;28039;40.45442;-3.7083066;299000;2023-05-25;3;2;87;7;0;0;1;0;0;0;0
Puente de Vallecas;28053;40.380653;-3.6684644;121000;2022-06-15;3;1;67;7;0;1;1;0;1;1;0
Cl  Viejo de Leganes  Carabanchel;28025;40.384663;-3.7284217;78370;2023-06-07;3;1;96;3;0;0;0;0;0;0;0
Calle del Camino de Los Vinateros Moratalaz;28030;40.406307;-3.6455894;116000;2022-02-26;2;1;51;3;1;0;1;0;0;1;0
Calle Péndulo Vicálvaro;28032;40.393333;-3.6216183;199000;2023-05-17;3;1;118;9;1;0;0;0;0;1;0
Calle Francos Rodríguez Tetuán;28039;40.45665;-3.70704;99900;2023-02-14;2;1;55;3;0;1;0;0;0;0;0
Paseo de Santa María de la Cabeza Usera;28026;40.38835;-3.713014;135000;2023-04-06;2;1;65;10;0;1;0;0;0;0;0
Calle de la Huerta del Convento Vicálvaro;28032;40.400696;-3.6051955;105000;2023-05-19;2;1;60;9;0;1;1;0;0;1;0
Avenida del Cerro de Los Ángeles 38 Usera;28026;40.37826;-3.71281;60000;2023-03-13;3;2;140;0;0;0;0;0;0;0;0
Avenida General Perón Tetuán;28020;40.452366;-3.6952903;179900;2023-03-23;1;1;44;8;1;1;0;0;0;0;0
Calle de Godella Villaverde;28021;40.340244;-3.687852;77000;2022-10-07;3;1;60;8;0;0;1;0;0;1;0
Calle Vía Lusitana Carabanchel;28054;40.369083;-3.7394786;159000;2022-12-29;3;2;100;0;1;1;1;0;0;0;0
Paseo de la Reina Cristina Retiro;28014;40.406857;-3.6828096;770000;2023-07-03;3;2;152;9;1;1;1;0;1;1;0
Avenida de Donostiarra 21 Ciudad Lineal;28027;40.43491;-3.65691;318000;2023-07-12;1;1;63;11;1;1;1;0;1;0;0
C. de la Infanta Mercedes 64  Tetuán;28020;40.46054;-3.69614;675000;2023-06-15;3;2;141;7;1;1;1;0;0;0;0
Av. de la Reina Victoria 20  Tetuán;28003;40.44732;-3.70665;720000;2023-06-23;3;2;132;11;1;1;1;0;0;0;0
De la Castellana 123 Tetuán;28046;40.45805;-3.69065;950000;2023-07-05;3;3;127;6;1;1;1;0;0;1;0
Carmen 27 Centro;28013;40.41876;-3.70488;859000;2023-07-05;3;3;94;10;1;1;1;0;0;0;0
Del Pez 29 Centro;28004;40.42435;-3.70722;859000;2023-07-05;3;3;115;9;1;1;1;0;0;0;0
P.º de Sta. María de la Cabeza 67  Arganzuela;28045;40.39932;-3.70059;499000;2023-06-22;3;2;91;8;1;1;1;0;0;1;0
C. de la Princesa de Éboli 2  Hortaleza;28050;40.48669;-3.65764;499000;2023-06-09;3;2;154;10;1;1;1;0;0;0;1
C. Artesa de Segre 14  Moncloa - Aravaca;28035;40.47005;-3.72689;699000;2023-06-06;3;3;168;6;1;1;1;0;0;0;1
Calle de Viriato 38  Chamberí;28010;40.43571;-3.69979;1249000;2023-06-27;4;4;200;11;1;1;1;0;0;1;0
Calle de las Peñuelas 54  Arganzuela;28005;40.39965;-3.70065;449000;2023-06-29;3;2;89;7;1;1;1;0;0;1;0
Paseo de Santa María de la Cabeza 34  Arganzuela;28045;40.40453;-3.6963;199000;2023-06-08;2;1;40;8;1;1;1;0;0;0;0
Av. del Pdte. Carmona 11  Tetuán;28020;40.4547;-3.69741;749000;2023-07-03;3;3;200;6;1;1;1;0;1;1;0
P.º de Sta. María de la Cabeza 10  Arganzuela;28045;40.40659;-3.6945;599000;2023-06-22;3;2;131;9;1;1;1;0;0;1;0
Calle de Narciso Serra 22  Retiro;28007;40.40542;-3.67835;599000;2023-06-29;3;2;135;7;1;1;1;0;1;1;0
C. de Abtao 48  Retiro;28007;40.40641;-3.67397;525000;2023-06-29;3;2;97;7;1;1;1;0;0;1;0
Doce de Octubre 11 Retiro;28009;40.4161;-3.67583;895000;2023-07-12;3;2;125;9;1;1;1;0;0;1;0
C. de Bustamante 9  Arganzuela;28045;40.40088;-3.69274;379000;2023-06-27;2;2;68;7;1;1;1;0;0;0;0
P.º de Sta. María de la Cabeza 70  Arganzuela;28045;40.39966;-3.70071;569000;2023-06-22;3;2;119;9;1;1;1;0;0;1;0
Plaza del General Maroto 1 Arganzuela;28045;40.39408;-3.69819;470000;2023-06-22;3;2;130;7;1;0;1;0;1;1;0
Calle de Villajoyosa Villaverde;28041;40.35427;-3.69197;119000;2023-06-08;2;1;55;6;1;0;1;0;1;0;0
C. de Torres Miranda 19  Arganzuela;28045;40.39803;-3.70034;465000;2023-07-09;3;2;84;10;1;1;1;0;0;0;0
C. del Tesoro 11  Centro;28004;40.42502;-3.7047;575000;2023-05-01;3;2;89;7;1;1;1;0;1;1;0
Calle de Aínsa 31 San Blas;28022;40.43257;-3.61097;339000;2023-07-10;3;2;100;7;1;1;1;1;0;0;0
Calle del Doce de Octubre 19 Retiro;28009;40.41601;-3.67496;560000;2023-07-06;3;1;92;7;1;0;1;0;0;0;0
Alcala 406 Ciudad Lineal;28027;40.43711;-3.6395633;240000;2023-06-23;2;1;70;7;1;0;1;0;0;0;0
Calle Princesa de Éboli Hortaleza;28050;40.49132;-3.656548;298000;2023-06-22;1;1;67;6;1;1;1;1;0;0;0
Calle de Zaragoza Centro;28012;40.415386;-3.7062404;115500;2023-06-12;1;1;21;10;1;0;1;0;0;0;0
Avenida de Arcentales 20 San Blas;28022;40.43441;-3.61059;349000;2023-06-14;4;2;104;7;1;1;1;1;0;0;0
Calle de Fernán González 51 Retiro;28009;40.41955;-3.67442;750000;2023-06-12;3;2;120;7;1;0;1;0;1;0;0
General Oráa 49 Barrio de Salamanca;28006;40.43606;-3.68008;395000;2023-05-05;2;1;54;9;1;1;1;0;0;0;0
Calle de Ponzano 93 Chamberí;28003;40.44546;-3.69902;1200000;2023-05-05;4;4;226;9;1;1;1;1;0;0;0
Calle de Aínsa 31 San Blas;28022;40.43257;-3.61097;339000;2023-05-03;3;2;100;7;1;1;1;1;0;0;0
Calle de Alustante 3 Chamartín;28002;40.44186;-3.67059;765000;2023-07-10;5;3;166;12;1;1;1;0;0;1;0
Calle de Sancho Dávila Barrio de Salamanca;28028;40.427113;-3.6619146;549000;2023-03-21;4;2;151;7;1;1;1;1;0;1;0
Calle de la Virgen de Lluc 38 Ciudad Lineal;28027;40.43479;-3.65196;440000;2023-06-04;4;2;160;7;1;0;1;0;0;1;0
Calle de la Maquinilla 6 Puente de Vallecas;28031;40.38067;-3.63673;273800;2023-01-25;3;2;106;13;1;0;1;0;1;1;1
Calle de Albania San Blas;28022;40.428608;-3.6014297;235000;2023-06-23;1;1;71;3;1;1;1;0;0;0;0
Calle Doménico Scarlatti 11 Chamberí;28003;40.44112;-3.71728;583500;2022-11-23;2;2;101;6;1;1;1;0;0;0;0
Calle Vía Lusitana 128 Carabanchel;28025;40.37433;-3.73494;249990;2022-11-08;4;2;114;14;1;1;1;0;0;1;0
Calle Sierra Gador 14 Villa de Vallecas;28031;40.381;-3.62676;168300;2022-02-27;1;1;53;8;1;0;1;0;1;1;0
Paseo de la Virgen del Puerto Arganzuela;28005;40.4074;-3.7215376;460000;2023-06-26;4;2;116;8;1;1;1;0;0;1;0
Avenida Quinta 10 San Blas;28022;40.44662;-3.59681;227000;2023-07-07;3;1;89;6;0;0;1;0;0;1;0
Calle de Narváez 72 Retiro;28009;40.4175;-3.67649;279990;2023-07-03;2;1;38;10;1;1;0;0;0;0;0
Calle de Juan Portas 4  Puente de Vallecas;28053;40.39217;-3.66314;199900;2023-06-19;2;1;57;7;1;1;1;0;0;0;0
Calle de Villaamil 44 Tetuán;28039;40.4596;-3.70751;227000;2023-07-03;2;1;58;6;0;1;1;0;0;0;0
Paseo de la Ermita del Santo 53 Latina;28011;40.40547;-3.72401;289000;2023-06-29;3;1;76;10;1;1;0;0;0;0;0
Calle de Fernán González 38 Retiro;28009;40.42054;-3.67456;599000;2023-06-12;3;1;94;9;1;1;1;0;0;1;0
Calle de Colombia Chamartín;28016;40.456966;-3.67294;363000;2023-06-19;3;1;74;7;1;0;0;0;0;0;0
Avenida de Filipinas 4 Chamberí;28003;40.43936;-3.71156;890000;2023-06-14;4;2;160;9;1;1;1;0;0;1;0
Calle de Ibiza 50 Retiro;28009;40.41794;-3.67269;399990;2023-05-30;1;1;57;11;1;0;1;0;0;1;0
Calle de Ferraz 8 Moncloa - Aravaca;28008;40.42392;-3.71497;975000;2023-07-11;3;2;142;7;1;0;0;0;1;0;0
Calle de Alcalá 99 Barrio de Salamanca;28009;40.42147;-3.68352;1390000;2023-07-07;2;1;70;8;1;1;1;0;1;0;0
Calle de Velarde 13 Centro;28004;40.42678;-3.70321;619000;2023-06-02;3;3;95;9;1;1;0;0;1;0;0
Alcalá 259 Ciudad Lineal;28017;40.431744;-3.657699;353000;2023-06-13;3;1;126;6;1;0;1;0;0;1;0
Calle de Nuestra Señora de Valverde 50 Fuencarral - El Pardo;28034;40.49487;-3.68758;310000;2023-07-11;2;2;96;6;1;1;1;0;1;1;0
Calle de Gandhi Ciudad Lineal;28017;40.42445;-3.6336408;195000;2023-06-30;3;1;79;10;1;1;1;0;0;1;0
Calle Alameda del Valle Villa de Vallecas;28051;40.365944;-3.620429;311000;2023-07-08;3;2;103;3;1;1;1;0;0;1;1
Calle Ordicia 41 Usera;28041;40.3664;-3.7176;254500;2023-07-02;3;2;115;10;1;0;1;0;1;1;0
Calle Bolívar 17d Arganzuela;28045;40.39327;-3.68951;435800;2023-07-02;2;2;87;8;1;0;1;0;1;1;1
Calle de Antonio 3 Tetuán;28029;40.46658;-3.69615;105000;2023-07-02;2;1;35;3;0;1;1;0;0;0;0
Calle de la Infanta María Hortaleza;28050;40.490498;-3.6642685;289000;2023-07-01;1;1;55;11;1;1;0;1;0;0;0
Avenida de Los Toreros 55 Barrio de Salamanca;28028;40.43322;-3.66516;685000;2023-06-28;4;2;186;6;1;0;1;0;0;0;0
Calle de Daimiel 9 Latina;28011;40.40862;-3.7235;315000;2023-06-09;3;2;78;9;1;0;1;0;0;0;0
Calle de Santa Engracia Chamberí;28010;40.433357;-3.6980436;649700;2023-06-23;6;2;149;10;1;0;1;0;0;0;0
Calle de Gabriel Usera Usera;28026;40.383762;-3.7084956;299000;2023-06-22;3;2;95;8;1;1;1;0;0;1;0
Calle de Francisco de Diego 35 Moncloa - Aravaca;28040;40.45613;-3.71551;435000;2023-06-04;3;2;107;6;0;0;1;0;1;0;0
Calle de Atocha 111 Centro;28012;40.41041;-3.69482;839000;2023-06-21;2;2;106;6;1;1;1;0;1;0;0
Calle de Zalamea San Blas;28037;40.428867;-3.6245222;115000;2023-06-19;2;1;55;6;1;0;1;0;0;1;0
Calle de Ocaña 7 Latina;28047;40.38561;-3.75838;123000;2023-06-13;2;1;76;10;0;0;1;0;0;1;0
Calle de Zalamea San Blas;28037;40.428867;-3.6245222;115000;2023-06-09;2;1;55;6;1;0;1;0;0;1;0
Calle Vicente Baena Fuencarral - El Pardo;28035;40.48107;-3.728539;1450000;2023-03-17;6;6;400;0;0;1;1;0;0;1;1
Calle del Gladiolo 11 Tetuán;28039;40.46178;-3.70264;214610;2023-07-12;1;1;100;6;1;1;1;1;0;0;0
Calle de Barlovento Ciudad Lineal;28017;40.42633;-3.6313095;190000;2023-07-12;2;1;63;8;1;1;1;0;0;0;0
Calle de Francisco Sancha 22 Fuencarral - El Pardo;28034;40.48756;-3.68823;310000;2023-07-06;2;2;141;3;1;1;1;0;0;1;0
C. de Alfredo Marqueríe 11  Fuencarral - El Pardo;28034;40.48685;-3.69799;649000;2023-06-26;4;3;153;6;1;1;1;0;0;1;1
C/ del Alcalde Sainz de Baranda 65  Retiro;28009;40.41673;-3.6698;699000;2023-06-27;3;2;112;11;1;1;1;0;0;0;0
Calle de Ángel González Tejedor Ciudad Lineal;28017;40.43134;-3.6566164;336000;2023-07-10;3;1;90;7;1;1;1;0;0;1;0
Calle Alameda del Valle Villa de Vallecas;28051;40.365944;-3.620429;311000;2023-07-09;3;2;103;3;1;1;1;0;0;1;1
Calle de Adora 3 Usera;28041;40.36919;-3.68975;175000;2023-07-06;3;1;90;9;1;1;0;0;1;1;0
Corre. Baja de San Pablo 23  Centro;28004;40.42248;-3.70418;1060000;2023-07-05;2;2;183;8;1;1;1;0;1;0;0
C. de Fermín Caballero 10  Fuencarral - El Pardo;28034;40.4869;-3.69998;475000;2023-07-05;3;2;102;10;1;1;1;0;0;1;0
Tetuán;;40.465656;-3.6896296;790000;2023-02-16;4;2;125;0;1;1;1;1;1;1;1
De Malaga 75 Centro;18015;40.41536;-3.698283;179900;2023-07-04;4;2;111;0;1;1;1;0;1;1;0
Calle de Alberto Aguilera 31 Centro;28015;40.43018;-3.71331;424000;2023-07-03;1;1;66;10;1;1;1;0;0;0;0
Matute Centro;28012;40.413357;-3.6995962;480000;2023-07-03;2;2;111;0;1;1;1;0;0;0;0
De Malaga 75 Centro;18015;40.41587;-3.69875;179900;2023-07-04;4;2;111;0;1;1;1;0;1;1;0
De Malaga 75 Centro;18015;40.415203;-3.700794;179900;2023-07-03;4;2;111;0;1;1;1;0;1;1;0
De Malaga 75 Centro;18015;40.41536;-3.698306;179900;2023-07-03;4;2;111;0;1;1;1;0;1;1;0
De Malaga 75 Centro;18015;40.415825;-3.701305;179900;2023-07-03;4;2;111;0;1;1;1;0;1;1;0
Avenida de Pío XII 44  Chamartín;28016;40.46746;-3.67398;875000;2023-06-29;3;3;154;16;1;1;1;0;0;0;0
C. de San Pedro de Cardeña 23  Hortaleza;28033;40.47419;-3.66106;195000;2023-06-28;3;1;67;10;1;0;1;0;1;0;0
Calle del Doctor Esquerdo 178  Retiro;28007;40.40199;-3.67451;549000;2023-07-03;3;2;115;8;1;1;1;0;0;0;0
C. Aldeanueva de la Vera 17  Latina;28044;40.37997;-3.77489;199000;2023-06-28;2;1;60;11;1;0;1;0;0;1;1
C. del Marqués de Lozoya 24  Retiro;28007;40.41774;-3.66328;799000;2023-06-27;3;3;167;16;1;1;1;0;0;1;0
Calle Ramón Serrano Carabanchel;28025;40.384186;-3.744771;124000;2023-06-29;2;1;63;3;0;0;1;0;0;0;0
Calle de Los Colios 1 Hortaleza;28042;40.45153;-3.6171;480000;2023-06-27;3;2;134;6;0;1;1;0;0;0;0
Calle de Aguilar de Campoo 17 Moncloa - Aravaca;28039;40.46382;-3.71889;250000;2023-06-26;3;1;80;11;1;1;1;0;0;1;0
C. del Dr. Esquerdo 128  Retiro;28007;40.40742;-3.67043;599000;2023-05-23;3;2;119;10;1;1;1;0;0;1;0
Calle de Atocha 111 Centro;28012;40.41041;-3.69482;839000;2023-06-20;2;2;106;6;1;1;1;0;1;0;0
C. de Embajadores 135  Arganzuela;28045;40.39713;-3.69636;489000;2023-06-19;3;2;114;6;1;1;1;0;1;0;0
Calle de Martínez Izquierdo 19  Barrio de Salamanca;28028;40.43349;-3.66975;795000;2023-06-19;4;2;201;8;1;1;1;0;0;1;0
C. de Cea Bermúdez 68  Chamberí;28003;40.43933;-3.71602;999000;2023-06-12;4;3;193;8;1;1;1;0;0;1;0
Calle Ordicia 41 Usera;28041;40.3664;-3.7176;254500;2023-06-14;3;2;115;10;1;0;1;0;0;0;0
C. de Orense 22  Tetuán;28020;40.45086;-3.69471;990000;2023-06-12;3;3;178;8;1;1;1;0;0;1;0
Calle de Cabo Cañaveral Moncloa - Aravaca;28023;40.46524;-3.7657704;989900;2023-06-05;3;3;180;6;1;1;1;0;0;1;0
Calle de la Corredera Baja de San Pablo 1 Centro;28004;40.42162;-3.70491;258571;2022-12-07;2;1;71;8;1;0;1;0;0;0;0
Calle de San Martín de Porres 43 Moncloa - Aravaca;28035;40.4697;-3.72853;870000;2023-06-03;3;2;240;3;1;0;1;1;0;0;1
Calle Parque Eugenia de Montijo Carabanchel;28047;40.379448;-3.7524;280000;2023-05-23;2;2;92;8;1;0;1;1;0;0;0
Calle de Mirabel 35 Latina;28044;40.37958;-3.78092;195000;2023-05-23;3;1;90;6;1;1;1;0;0;1;0
Avenida General Perón 8 Tetuán;28020;40.45231;-3.69837;874400;2023-06-30;3;2;140;8;1;1;1;0;1;0;0
Calle de Martínez Izquierdo 19  Barrio de Salamanca;28028;40.43349;-3.66975;795000;2023-06-26;4;2;201;8;1;1;1;0;0;1;0
Paseo Chopera 51 Retiro;28045;40.39287;-3.69749;300000;2021-07-09;3;1;55;0;1;1;1;0;1;0;0
Calle de Francisco Silvela Barrio de Salamanca;28028;40.43299;-3.672899;780000;2023-02-10;6;2;168;7;1;0;1;0;1;0;0
Calle del Arcipreste de Hita 1 Moncloa - Aravaca;28015;40.43346;-3.71763;1050000;2023-02-07;6;3;245;10;1;0;1;0;0;0;0
Calle del Doctor Esquerdo 155a Retiro;28007;40.40937;-3.66951;495000;2019-11-22;3;1;120;0;1;0;1;1;1;1;0
Calle de Antonio Larrazábal Hortaleza;28043;40.46034;-3.6291595;365000;2021-06-18;1;1;77;0;1;1;1;0;0;0;1
Paseo de la Castellana 123 Tetuán;28046;40.45805;-3.69065;950000;2023-06-22;3;3;120;6;1;1;1;0;1;0;0
Pasaje del Enrique Ruano 2 Barrio de Salamanca;28001;40.42426;-3.67979;1080000;2023-06-22;3;3;121;6;1;1;1;0;0;1;0
Calle de Corindón 23 Usera;28041;40.36793;-3.68671;260000;2022-10-16;3;2;95;0;1;1;1;1;1;1;1
Calle del General Pardiñas 42 Barrio de Salamanca;28001;40.42781;-3.67831;295000;2021-05-18;1;1;46;0;1;0;1;0;0;0;0
Calle de Narciso Serra 26 Retiro;28007;40.40596;-3.67793;340000;2021-02-21;3;1;86;0;1;0;1;0;0;1;0
Calle de Alfonso X Chamberí;28010;40.43348;-3.692135;2300000;2022-09-02;4;4;335;11;1;1;1;0;1;1;1
Calle del Dodge 1b Usera;28041;40.36615;-3.70951;265000;2023-01-16;3;2;134;0;1;1;1;1;0;1;1
Calle de Juan Sánchez 3 Fuencarral - El Pardo;28035;40.474693;-3.7202487;575000;2023-07-10;3;2;130;0;1;1;1;0;0;0;1
Calle Pilar Millán Astray 2 Retiro;28009;40.415703;-3.6715362;745000;2023-04-30;3;3;109;0;1;1;1;1;1;1;1
