Latitud,Habitaciones,Baños,Superficie_m2,Ascensor,Aire_Acondicionado,Calefaccion,Parking,Balcon,Terraza,Piscina,Precio_Medio_cp,Precio
40.47466,2,1,72,1,0,1,0,1,1,0,471372,217900
40.4364,4,3,158,1,0,1,0,1,1,0,1207212,1190000
40.380806,3,2,106,1,0,1,0,0,0,0,234693,273800
40.40835,1,1,56,1,0,0,0,0,0,0,259011,175000
40.47971,7,5,456,1,0,1,0,0,0,0,733699,1139771
40.47627,4,3,275,1,0,1,0,0,1,0,733699,890000
40.472137,2,1,126,1,1,1,0,0,0,0,347317,385000
40.3859,2,1,82,1,1,1,0,0,0,0,152717,158000
40.463528,6,7,819,0,0,1,0,0,1,1,1274253,1450000
40.45489,2,1,70,1,0,1,0,0,0,0,911651,335000
40.43509,1,2,91,1,1,1,1,0,0,0,603234,550000
40.407383,3,2,114,1,1,1,0,0,0,0,529747,540000
40.42926,1,1,49,1,0,0,0,0,0,0,747577,305000
40.385105,3,2,92,1,1,0,0,0,0,0,166500,199900
40.381496,4,3,159,1,1,1,0,0,1,0,219078,387500
40.413002,1,1,48,0,1,1,0,0,0,0,421413,198000
40.405155,2,2,133,1,1,1,0,0,0,1,440796,600000
40.37478,3,1,52,0,0,0,0,0,0,0,197312,124000
40.42988,5,3,206,1,0,1,0,0,1,0,603234,965000
40.406525,0,1,37,0,0,0,0,0,0,0,440796,139000
40.406586,1,1,54,1,0,0,0,0,0,0,259011,160000
40.415707,4,2,258,1,1,1,0,0,0,0,440796,1300000
40.4504,2,1,55,0,0,0,0,0,0,0,302278,189000
40.406055,3,2,148,1,1,1,0,0,1,0,247271,495000
40.45947,3,2,151,1,0,1,0,0,1,0,1197915,839962
40.50856,3,2,95,1,1,1,0,0,1,1,561631,475000
40.386948,4,1,88,0,0,0,0,0,1,0,197312,165000
40.424606,2,1,95,1,0,0,0,0,0,0,603234,530000
40.40838,1,1,54,1,0,0,0,0,0,0,259011,160000
40.469067,7,6,1246,0,0,0,0,0,1,1,1274253,2222905
40.43727,2,2,79,1,1,0,0,0,1,1,379788,346000
40.463562,3,2,75,0,1,0,0,0,0,0,302278,155000
40.463863,2,1,62,1,1,1,0,0,0,0,471372,315000
40.469822,2,1,72,1,0,1,0,0,0,0,347317,330000
40.42865,2,1,59,0,0,1,0,0,0,0,238758,145000
40.433247,1,1,38,0,0,0,0,0,0,0,673599,179000
40.37067,2,1,55,0,1,0,0,0,0,0,192864,144900
40.403904,1,1,47,0,0,0,0,0,0,0,219078,140000
40.47831,3,2,111,1,1,1,0,0,1,0,471372,480000
40.40754,2,2,80,0,0,1,0,1,0,0,440796,340000
40.427284,0,1,28,1,0,0,0,0,0,0,766309,138000
40.42267,2,1,32,1,0,0,0,0,0,0,1709528,279000
40.472538,3,2,138,1,0,1,0,0,0,0,457692,402500
40.451397,1,1,70,1,1,0,0,0,0,0,597620,389900
40.462605,5,4,256,1,1,1,0,0,1,0,923762,2100000
40.504826,4,2,160,1,1,0,1,0,0,1,480497,697000
40.396637,3,1,89,0,0,0,0,0,1,0,164928,168000
40.474327,3,1,73,0,0,0,0,0,0,0,347317,230000
40.37952,2,2,71,0,0,0,0,0,0,0,152717,153700
40.42844,2,2,85,1,1,1,0,1,1,1,238758,379921
40.40931,2,1,45,1,0,0,0,0,0,0,440796,214000
40.405678,3,1,78,0,0,1,0,0,1,0,260153,152000
40.436855,1,2,107,1,0,0,0,0,1,0,260568,198500
40.42904,2,1,47,0,1,1,0,1,0,0,603234,299000
40.4062,3,2,87,1,1,1,0,0,1,0,529747,449000
40.488712,2,1,109,1,1,1,0,0,1,1,480497,329000
40.398808,4,2,83,0,0,1,0,0,1,0,247271,151000
40.40603,2,1,64,1,0,1,0,0,0,0,259011,145000
40.45642,2,1,75,1,1,1,0,0,0,0,597620,379000
40.44712,3,2,156,1,1,1,0,0,0,0,898889,659000
40.39835,2,2,71,1,1,1,0,0,0,0,357857,399000
40.41958,3,1,74,1,0,1,0,1,0,0,941621,520000
40.3932,2,1,65,0,0,1,0,0,0,0,226302,142000
40.41411,2,1,38,0,1,0,0,0,0,0,259011,198000
40.39322,2,2,55,0,1,0,0,0,1,0,152717,125000
40.4189,2,2,108,1,0,1,0,0,0,0,760050,495000
40.445755,3,2,207,1,1,1,0,0,1,1,280852,459000
40.40692,3,2,118,1,1,1,0,0,0,0,529747,499000
40.39327,2,2,80,1,0,1,0,0,0,0,357857,435800
40.48615,2,2,94,1,1,1,0,0,0,0,480497,449000
40.44429,1,1,114,1,1,0,1,0,1,0,280852,270000
40.486618,3,2,149,1,1,1,1,0,0,1,480497,499000
40.39527,4,2,120,1,1,1,0,0,1,0,357857,460000
40.40816,3,2,100,1,1,1,0,0,1,0,247271,250000
40.38869,1,1,70,1,1,1,1,0,1,1,357857,366041
40.38869,1,1,71,1,0,1,1,0,1,1,357857,367539
40.34306,1,1,50,1,1,1,0,0,0,0,156772,165000
40.48331,3,2,150,1,1,1,0,0,0,1,471372,705000
40.39465,4,3,151,1,1,1,0,0,0,0,357857,600000
40.468918,3,3,140,1,1,1,0,0,1,0,471372,650000
40.393044,4,1,117,1,1,1,0,0,1,0,226302,375000
40.366444,2,2,70,1,1,1,0,0,0,0,314346,289000
40.394222,1,1,43,0,0,1,0,0,0,0,357857,219000
40.408592,2,1,61,1,1,1,0,0,0,0,440796,228900
40.39217,2,1,85,0,1,1,0,0,1,0,219078,219000
40.464905,2,1,70,1,1,1,0,0,0,0,302278,315000
40.374348,3,2,99,1,1,1,0,0,0,0,197312,296000
40.44701,3,2,117,1,1,1,0,0,0,0,898889,535000
40.408745,3,2,126,1,1,1,0,1,0,0,440796,410000
40.43282,1,1,49,1,1,1,0,0,1,0,766309,450000
40.463375,1,1,51,1,1,1,0,0,0,0,597620,300000
40.389507,3,1,90,1,1,1,0,1,1,0,197312,209500
40.45407,3,2,148,1,1,1,0,0,1,0,457692,625000
40.423897,1,1,60,1,1,0,0,0,0,0,673599,420000
40.48455,4,2,150,1,1,1,0,0,0,1,480497,450000
40.40402,2,2,108,1,1,1,1,0,0,0,440796,518000
40.46854,2,1,80,1,1,1,1,0,1,0,1134196,345000
40.46854,2,1,71,1,1,1,1,0,1,0,1134196,351000
40.46854,2,2,84,1,1,1,1,0,1,0,1134196,379000
40.407314,2,1,85,0,0,1,0,0,1,0,238758,199900
40.37293,3,2,97,1,0,1,1,0,1,0,192864,294000
40.37293,2,2,72,1,1,1,1,0,1,0,192864,257000
40.475525,4,4,238,1,1,1,0,0,0,0,733699,940000
40.41216,2,2,110,1,1,1,0,0,0,0,856046,400000
40.453434,1,1,79,1,1,1,0,1,1,0,302278,428000
40.453434,1,1,81,1,1,1,0,1,1,0,302278,419000
40.4407,2,2,93,1,0,1,1,0,1,0,898889,683100
40.43105,2,2,40,0,1,0,0,0,0,0,238758,135000
40.41477,4,2,131,1,1,1,0,1,0,0,421413,695000
40.456158,4,3,164,1,1,1,0,0,1,0,457692,620000
40.41203,3,1,94,1,1,1,0,0,0,0,421413,460000
40.422844,2,2,103,1,1,1,0,0,0,0,1709528,1100000
40.430264,1,1,48,1,0,1,0,0,0,0,260568,147000
40.437798,1,1,60,1,0,1,0,0,1,0,1023319,595000
40.449287,3,3,155,1,0,1,0,0,1,0,700100,749000
40.383118,3,2,87,1,1,1,0,0,1,0,202513,299000
40.434742,5,3,290,1,1,1,0,0,1,0,1207212,2200000
40.456886,4,2,170,1,1,1,0,0,1,0,1197915,950000
40.469143,3,1,111,1,1,1,0,0,0,0,471372,400000
40.394222,2,2,97,0,0,1,0,0,0,0,357857,409000
40.455585,4,2,190,1,1,0,0,0,1,0,645360,825000
40.456264,4,5,395,1,1,1,1,0,0,0,1134196,3600000
40.43335,2,2,106,1,1,1,1,0,0,0,1207212,550000
40.396282,4,2,110,0,1,1,0,0,1,0,226302,292500
40.40194,2,1,59,1,0,1,1,0,0,0,382726,225000
40.410023,1,1,51,1,1,0,0,0,0,0,421413,199000
40.43428,1,1,26,1,1,1,0,0,0,0,673599,325000
40.3995,1,1,64,1,1,1,0,0,0,0,382726,239000
40.383022,3,1,85,0,1,1,0,0,0,0,202513,177500
40.409492,3,1,101,1,0,0,0,0,0,0,440796,390000
40.43692,3,4,171,1,1,1,0,0,0,0,1207212,1500000
40.44115,4,2,105,0,1,1,0,0,0,0,700100,520000
40.36132,1,1,59,1,1,1,0,0,0,0,314346,192000
40.43367,4,3,131,1,1,0,0,0,0,0,673599,760000
40.381874,2,1,52,1,0,1,0,1,0,0,197312,198660
40.443794,2,2,94,1,0,0,0,0,0,0,280852,336000
40.3444,2,2,88,1,1,1,0,0,0,0,156772,263000
40.446404,2,2,85,1,1,1,0,0,0,1,280852,289000
40.38634,3,1,60,0,0,1,0,0,1,0,166500,165000
40.476376,3,1,104,1,0,1,0,0,0,0,471372,345000
40.47048,3,3,109,1,1,1,1,0,0,0,347317,425000
40.43227,2,1,88,1,1,1,0,0,1,0,603234,475000
40.433117,4,2,124,1,1,1,0,0,1,0,1023319,890000
40.39538,2,1,40,1,1,1,0,0,0,0,357857,189000
40.388073,2,1,59,0,1,1,0,0,0,0,226302,215000
40.39367,2,1,98,0,1,0,0,1,1,0,226302,339000
40.42353,1,1,115,1,1,1,0,1,0,0,747577,490000
40.409924,3,2,136,1,0,0,0,0,0,0,421413,710000
40.45117,1,1,52,1,1,1,1,0,1,0,302278,285000
40.38172,1,1,64,1,0,0,1,0,1,0,197312,177500
40.44567,2,3,115,1,1,1,1,0,1,0,280852,255000
40.469017,2,1,82,0,0,1,0,0,1,0,457692,245000
40.407322,3,1,96,1,0,0,0,1,0,0,440796,399000
40.41658,3,2,126,1,1,1,0,0,0,0,941621,829000
40.360703,3,2,100,1,0,1,0,0,0,0,212177,180000
40.48607,2,2,126,1,1,1,0,0,0,1,480497,575000
40.45456,3,1,118,1,0,0,0,0,0,0,597620,575000
40.38341,3,1,65,0,0,0,0,0,1,0,197312,143000
40.427826,2,1,41,1,0,1,0,0,0,0,747577,215000
40.47482,4,2,123,1,1,1,0,0,1,0,733699,485000
40.48537,1,1,87,1,1,1,0,0,0,0,480497,426000
40.48538,1,2,45,1,1,1,0,0,0,0,480497,322500
40.39656,3,2,102,1,1,1,0,0,1,0,357857,400000
40.437164,3,2,130,1,1,0,0,0,1,0,603234,550000
40.37884,3,1,73,1,0,0,0,0,1,0,152717,135000
40.439217,1,1,60,0,1,0,0,0,0,0,379788,195000
40.431812,3,2,120,1,1,1,0,0,1,0,1023319,830000
40.427525,3,2,188,1,1,1,0,0,1,0,603234,1090000
40.46811,3,2,96,1,0,1,0,0,0,1,911651,490000
40.430874,2,2,120,1,1,1,1,0,0,0,766309,1065000
40.45427,4,2,166,1,0,0,0,0,1,0,457692,485000
40.405678,3,2,90,1,1,1,0,0,1,0,529747,520000
40.457424,2,1,105,1,1,1,0,0,1,0,1197915,740000
40.426933,3,3,143,1,1,1,0,0,0,0,1709528,1550000
40.496387,3,2,140,1,1,1,1,0,1,1,480497,762000
40.464935,5,3,270,1,1,1,1,0,0,1,471372,1175000
40.391273,3,1,130,0,1,1,0,0,1,0,152717,320000
40.41644,1,2,64,1,1,1,0,0,1,0,941621,1090000
40.44093,2,2,126,1,1,1,0,0,1,1,898889,1053610
40.38893,2,1,72,1,1,1,0,0,1,0,226302,164000
40.43587,4,2,148,1,1,1,0,0,0,0,673599,750000
40.42129,4,1,83,0,0,0,0,0,0,0,238758,240000
40.46056,1,1,49,1,0,1,1,0,1,0,302278,260000
40.46056,2,2,92,1,0,1,1,0,1,0,302278,399000
40.41539,4,2,134,1,1,1,0,1,1,1,941621,1400000
40.3725,2,2,99,1,0,1,1,0,1,0,314346,288000
40.3725,2,2,91,1,0,1,1,0,1,0,314346,270000
40.3725,3,2,111,1,0,1,1,0,1,0,314346,356000
40.43715,2,1,86,1,1,0,0,0,0,0,603234,390000
40.4107,3,1,65,1,0,1,0,1,1,0,259011,162000
40.46145,2,2,80,1,0,1,0,0,0,0,302278,349000
40.342945,2,1,56,0,0,1,0,0,0,0,156772,145000
40.402714,1,1,70,0,0,1,0,0,0,0,357857,180000
40.385082,3,2,113,1,1,0,0,0,0,0,202513,252000
40.37293,2,2,67,1,0,1,1,0,0,0,192864,240000
40.495243,2,2,112,1,1,0,0,0,0,0,480497,480000
40.37677,2,1,89,1,1,1,0,0,0,0,202513,220000
40.42748,1,1,71,1,1,0,0,0,0,0,941621,335000
40.40425,1,1,37,1,0,1,1,0,0,0,942338,172000
40.425484,2,2,111,1,1,1,1,1,0,0,747577,1125000
40.388073,2,1,65,0,1,1,0,1,1,0,197312,179000
40.39898,2,2,85,1,0,0,1,0,0,0,382726,305000
40.47441,3,2,85,1,0,1,0,0,1,0,1134196,439000
40.39898,3,2,105,1,0,0,1,0,0,0,382726,340000
40.414883,4,3,130,1,1,1,0,0,1,0,421413,1200000
40.474083,4,3,295,0,1,1,0,0,0,0,761064,795000
40.39203,2,2,73,1,0,1,0,0,1,0,226302,174000
40.40425,1,1,55,1,0,1,1,0,0,0,942338,197500
40.42682,2,2,121,1,0,1,0,1,0,0,747577,650000
40.437107,3,1,81,0,0,1,0,0,1,0,260568,200000
40.425426,2,2,47,1,1,1,0,0,0,0,673599,290000
40.43416,1,1,71,1,0,0,0,0,0,0,603234,495000
40.43416,1,1,51,1,0,0,0,0,0,0,603234,420000
40.39866,3,1,98,1,1,1,0,0,0,0,357857,369000
40.456425,1,1,60,1,0,1,0,0,0,0,923762,370000
40.380276,1,1,52,1,0,1,1,0,0,1,234693,159900
40.46091,1,1,38,0,1,1,0,0,0,0,302278,139000
40.423397,1,1,33,0,0,1,0,0,0,0,747577,158000
40.46001,3,1,116,1,0,0,0,0,0,0,911651,340000
40.38182,1,1,35,0,0,1,0,0,1,0,202513,94000
40.457424,3,2,100,0,1,0,0,0,0,0,302278,306000
40.463474,2,1,77,1,1,0,0,0,1,0,302278,275000
40.39246,2,1,47,1,0,1,0,0,0,0,357857,260000
40.398518,3,2,105,1,0,1,0,0,1,0,357857,425000
40.503532,2,2,134,1,1,1,0,0,0,0,480497,485000
40.43903,4,3,292,1,0,0,0,0,1,0,1207212,2100000
40.426353,3,4,206,1,1,1,0,0,1,0,1709528,1580000
40.423096,4,1,97,1,1,1,0,1,0,0,941621,800000
40.405933,3,2,124,1,0,1,0,0,1,0,259011,395000
40.39068,3,2,129,1,1,1,1,1,1,0,357857,750000
40.40535,2,2,89,0,1,1,1,0,0,0,382726,334000
40.40535,4,2,127,0,1,1,1,0,0,0,382726,410000
40.42361,4,1,92,1,0,1,0,0,0,0,941621,439090
40.406605,3,2,115,1,0,1,0,0,0,0,529747,570000
40.40487,2,1,48,1,1,1,0,0,0,0,440796,219900
40.43631,2,1,61,1,1,1,0,0,0,0,673599,345000
40.421947,2,2,107,1,1,1,0,0,1,0,941621,825000
40.40355,3,1,95,1,0,1,0,0,1,0,421413,360000
40.44668,4,4,242,1,1,1,0,0,0,0,898889,1595000
40.468033,1,1,42,1,0,1,0,0,0,0,911651,180000
40.4119,2,2,132,0,0,0,0,0,0,0,421413,614900
40.429153,2,1,64,0,1,1,0,0,1,0,260568,149000
40.375046,3,1,88,0,0,1,0,0,1,0,192864,250000
40.42793,2,1,85,0,0,0,0,0,0,0,603234,440000
40.367096,1,1,49,1,1,1,0,0,0,1,255165,190000
40.462963,2,2,82,0,0,0,0,0,0,0,302278,314230
40.462963,1,1,53,0,0,0,0,0,0,0,302278,196430
40.475094,2,1,70,1,1,1,0,1,0,0,471372,240000
40.341053,3,1,83,1,1,1,0,0,0,0,156772,130000
40.429867,3,1,65,1,1,0,0,0,0,0,238758,220000
40.50568,3,2,107,1,0,1,0,0,0,0,480497,530000
40.429306,2,1,78,1,0,0,0,0,0,0,1023319,409000
40.420795,0,1,25,1,0,1,0,0,0,0,747577,199500
40.405605,1,1,114,1,1,1,0,1,1,1,421413,497500
40.393833,4,2,156,1,1,1,0,0,0,0,357857,545000
40.39831,2,1,84,1,1,1,0,0,1,0,357857,349900
40.34797,4,2,95,1,1,1,0,0,0,0,156772,269000
40.437183,4,3,147,1,1,0,0,0,0,0,1207212,1150000
40.428154,1,1,40,1,1,1,0,0,0,0,673599,220000
40.441,4,2,109,1,1,1,0,0,0,0,379788,399500
40.426083,3,2,99,1,0,1,0,0,1,0,280852,244500
40.50219,3,2,150,1,1,1,0,0,1,0,480497,500000
40.42448,5,3,249,1,0,1,0,0,1,0,766309,950000
40.4241,3,1,79,1,1,1,0,1,1,0,238758,195000
40.47275,4,2,125,0,1,0,0,0,1,0,457692,300000
40.47383,3,2,100,1,0,1,1,0,0,0,471372,379000
40.40207,3,2,115,1,1,1,0,0,1,0,421413,430000
40.419308,3,2,126,1,0,1,0,0,1,0,529747,565000
40.43286,2,1,58,0,0,0,0,0,0,0,379788,170000
40.437077,3,2,116,1,1,1,1,0,1,0,260568,540000
40.432762,5,3,194,1,0,1,0,0,1,0,673599,845000
40.43647,2,2,94,1,1,1,1,0,0,0,379788,435000
40.43647,2,2,83,1,1,1,1,0,0,0,379788,425000
40.458157,3,3,186,1,1,1,0,0,1,0,1134196,1449000
40.365532,2,1,71,1,1,1,0,0,0,0,314346,219000
40.45676,3,3,132,1,0,1,1,0,0,0,911651,1160000
40.45676,3,3,132,1,0,1,1,0,0,0,911651,990000
40.435715,3,2,59,1,0,0,0,0,0,0,673599,267500
40.43118,3,3,88,1,1,1,0,1,0,0,1023319,799000
40.486225,4,2,140,1,0,0,1,0,0,0,480497,549000
40.45676,3,3,132,1,0,1,1,0,0,0,911651,970000
40.453594,3,3,187,1,1,1,0,0,1,1,911651,995000
40.45782,5,5,360,0,1,0,0,0,1,1,911651,1699000
40.422974,3,3,100,1,1,1,0,0,0,0,747577,695000
40.408695,2,2,70,1,1,1,0,0,0,0,421413,398000
40.45577,3,3,98,1,0,1,0,0,1,0,645360,299000
40.43126,3,1,75,1,1,1,0,0,1,0,238758,220000
40.45403,4,3,156,0,0,0,0,0,0,0,457692,1057000
40.457283,4,3,228,1,1,1,0,0,0,0,1134196,1475000
40.42306,4,2,152,1,1,0,0,1,0,0,747577,850000
40.436264,3,1,86,0,0,1,0,1,1,0,238758,220000
40.428646,4,2,214,1,1,1,1,0,1,0,1207212,1270000
40.392487,2,1,65,0,1,0,0,0,0,0,152717,159500
40.404774,3,2,109,1,0,1,0,0,0,0,421413,570000
40.40086,1,1,58,0,0,0,0,0,0,0,357857,197000
40.497967,3,2,143,1,1,1,0,0,1,0,480497,519000
40.392597,4,2,114,1,1,0,1,0,1,0,219078,369000
40.346504,3,1,120,0,1,1,0,0,1,0,156772,225000
40.43307,3,2,129,1,1,1,0,0,1,0,673599,700000
40.51307,4,2,165,1,1,1,1,0,0,0,480497,580000
40.413895,3,3,102,1,1,1,0,1,1,0,856046,829000
40.39112,1,1,80,1,1,1,1,0,1,0,226302,345000
40.39112,1,1,83,1,1,1,1,0,1,0,226302,345000
40.445766,5,4,246,1,1,0,0,0,1,0,898889,1400000
40.45403,3,2,143,0,0,0,0,0,0,0,457692,950000
40.39257,2,2,92,1,1,0,0,0,0,0,357857,460000
40.403843,1,1,36,1,1,1,0,0,0,0,357857,200000
40.45914,1,1,44,0,0,0,0,0,0,0,302278,155000
40.424736,2,1,71,1,1,1,0,0,1,0,603234,420000
40.426834,2,1,71,1,1,1,0,0,1,0,603234,420000
40.447124,2,1,82,1,1,1,0,0,0,0,700100,350000
40.46238,4,2,116,1,1,0,0,1,0,0,911651,439000
40.40526,4,1,97,1,0,1,0,0,1,0,421413,370000
40.500523,3,2,121,1,0,1,0,0,0,1,480497,495000
40.409767,2,1,110,1,0,1,0,1,0,0,421413,505000
40.418945,3,2,126,1,1,1,0,0,1,0,529747,533000
40.3957,2,1,45,1,1,1,1,0,1,0,152717,260000
40.434113,5,3,226,1,1,1,0,0,1,0,603234,925000
40.407692,3,2,82,1,0,1,0,0,0,0,440796,360000
40.361637,2,2,128,1,1,1,0,0,0,0,314346,292000
40.450848,3,2,221,1,1,1,0,0,0,0,1197915,1350000
40.478798,4,4,280,0,1,1,1,1,1,0,761064,985000
40.439236,4,2,108,1,0,1,0,0,0,0,603234,388531
40.39747,3,2,101,1,0,1,0,0,0,0,260153,331000
40.485912,3,2,110,1,0,1,0,0,0,0,480497,475000
40.463196,1,1,51,1,1,1,0,1,0,0,597620,185000
40.403683,1,1,69,1,1,0,0,0,1,0,529747,340000
40.403473,2,1,68,1,1,1,0,0,0,0,529747,290000
40.45917,3,1,73,1,0,1,0,0,0,0,302278,245000
40.42799,1,1,58,1,0,1,0,1,1,0,260568,132870
40.408024,2,1,70,1,1,1,0,0,0,0,440796,335000
40.485607,4,2,144,1,1,0,0,0,0,1,480497,464000
40.403515,3,2,99,1,1,1,0,0,0,0,421413,410000
40.436947,3,2,113,1,1,1,0,0,1,0,1023319,720000
40.459866,3,2,114,1,1,0,0,0,0,0,597620,650000
40.42897,2,3,98,1,1,1,0,0,0,0,747577,899000
40.404793,3,1,70,0,0,0,0,0,0,0,529747,270000
40.41874,3,4,185,1,1,0,0,0,0,0,760050,2290000
40.38467,3,2,96,1,0,1,0,0,0,0,234693,229900
40.407578,2,2,80,0,0,1,0,1,0,0,440796,340000
40.43086,2,3,122,1,1,1,0,1,0,0,1709528,1650000
40.369236,3,1,79,1,0,1,0,0,1,0,212177,150000
40.40768,5,2,170,1,1,1,0,0,1,0,421413,690000
40.44494,1,1,80,1,1,1,0,0,1,0,280852,239000
40.469173,1,1,62,1,1,0,0,0,0,1,911651,330000
40.438164,5,3,202,1,0,1,0,0,1,0,898889,825000
40.38973,4,4,202,0,1,1,0,1,1,0,202513,550000
40.4202,3,2,190,1,1,0,0,1,0,0,760050,1770000
40.4792,5,6,509,1,1,0,0,0,1,1,1274253,2300000
40.392372,3,1,46,1,0,1,0,0,1,0,357857,250000
40.379147,3,1,75,1,1,0,0,0,0,0,192864,204900
40.484478,0,1,55,1,1,1,0,0,0,0,480497,203000
40.45219,4,5,179,1,1,0,0,0,0,0,597620,879000
40.41331,2,2,133,1,1,1,0,0,1,1,247271,484000
40.41101,2,1,59,0,1,1,0,0,0,0,440796,260000
40.472065,2,1,56,0,0,1,0,0,0,0,347317,209900
40.475685,2,1,47,1,0,0,0,0,0,0,347317,265000
40.483753,4,3,229,1,1,1,0,0,0,0,347317,824500
40.430325,4,3,175,1,0,1,0,0,1,0,603234,838000
40.475227,3,1,78,1,0,1,0,0,0,0,471372,186800
40.41538,4,2,131,1,1,1,0,0,0,0,421413,695000
40.410202,3,3,140,0,1,0,0,0,0,0,440796,645000
40.38047,1,1,58,0,0,0,0,0,0,0,234693,206000
40.39456,3,2,88,1,1,1,0,0,1,0,226302,213000
40.428806,1,1,61,1,1,1,0,0,0,0,238758,193000
40.43286,2,2,91,1,1,1,0,0,1,0,1023319,600000
40.41127,1,1,55,1,0,1,0,0,0,0,440796,161000
40.486588,1,1,80,1,1,1,0,0,1,1,480497,344500
40.412006,6,3,207,1,0,0,0,1,0,0,440796,850000
40.391266,3,1,76,0,0,0,0,0,1,0,226302,165000
40.42746,3,3,127,1,0,0,0,0,0,0,700100,1085000
40.400597,3,1,69,1,0,0,0,0,0,0,421413,305000
40.423325,0,1,33,0,0,1,0,0,0,0,747577,151500
40.42658,3,2,88,1,0,1,0,0,0,0,238758,220000
40.453575,5,4,231,1,0,1,0,0,1,0,457692,556000
40.429028,3,4,229,1,1,0,0,0,0,0,747577,1435000
40.42267,3,1,81,1,0,1,0,0,0,0,603234,375000
40.395382,4,2,115,0,0,1,0,0,0,0,219078,195000
40.436195,4,2,124,1,0,1,0,0,0,0,1023319,399000
40.43864,5,4,264,1,0,1,0,1,0,0,898889,1200000
40.39902,2,2,104,1,1,1,0,0,0,0,382726,317000
40.404003,3,3,170,1,1,1,1,0,1,0,529747,725000
40.43834,4,5,241,1,1,1,0,0,1,0,700100,2400000
40.437584,2,2,75,1,1,1,0,0,1,0,379788,372000
40.439156,1,1,59,0,1,0,0,0,0,1,379788,350000
40.442802,2,2,82,1,1,1,0,0,1,0,700100,590000
40.45205,1,1,68,1,1,1,0,0,1,0,597620,485000
40.42945,4,2,150,1,0,1,0,0,0,0,1023319,780000
40.436977,2,2,103,1,1,1,0,0,1,0,1023319,450000
40.479767,3,2,149,1,1,1,0,0,1,0,471372,600000
40.396618,2,2,74,1,1,1,1,0,1,0,226302,329500
40.429943,1,2,111,0,1,1,0,0,0,0,238758,320000
40.409332,4,2,134,1,1,1,0,0,0,0,529747,589000
40.39379,3,1,75,0,0,1,0,0,1,0,226302,270000
40.40915,2,1,51,0,0,1,0,0,0,0,421413,220000
40.44217,0,1,38,1,1,1,0,0,0,1,898889,220000
40.43398,5,5,352,1,1,0,0,0,1,0,1207212,2550000
40.416603,3,2,112,1,0,1,0,0,0,0,856046,235000
40.35038,4,2,115,0,0,1,0,0,0,0,156772,198000
40.47172,3,1,56,0,0,0,0,0,1,0,471372,155000
40.46467,3,1,69,0,0,1,0,0,0,0,302278,165000
40.37017,2,2,109,1,0,0,0,0,0,0,212177,290000
40.442757,5,2,308,0,1,1,0,0,0,0,379788,719000
40.391556,3,2,92,1,0,0,0,0,0,0,164928,200000
40.409252,2,1,36,0,0,0,0,1,0,0,421413,177000
40.471077,5,4,250,1,1,0,0,0,1,0,1274253,1200000
40.423206,3,3,154,1,1,0,0,0,0,0,941621,1800000
40.416103,2,2,77,1,1,1,0,0,0,0,440796,760000
40.48574,3,2,135,0,1,1,0,0,1,0,480497,642000
40.343197,3,1,70,1,0,0,0,0,0,0,156772,113000
40.412067,1,1,41,0,1,1,0,0,0,0,440796,225000
40.47498,4,2,123,1,0,0,0,0,1,0,347317,429000
40.39506,1,1,34,0,1,1,0,1,0,0,152717,115000
40.423603,4,1,93,1,0,1,0,0,0,0,941621,439090
40.34358,3,1,83,1,0,0,0,0,0,0,156772,275000
40.460205,9,9,550,0,1,1,0,0,1,1,911651,1980000
40.464363,1,1,61,1,1,0,0,0,0,0,302278,365000
40.457043,3,3,127,1,1,1,0,1,0,0,1134196,950000
40.39236,2,1,57,0,0,1,0,0,0,0,152717,149900
40.390774,3,1,48,0,0,0,0,0,0,0,164928,135000
40.415306,2,1,78,0,1,1,0,0,0,0,440796,265000
40.385296,3,1,76,0,0,0,0,0,0,0,152717,150000
40.38294,3,1,74,1,1,1,0,0,1,0,219078,185000
40.432056,4,2,155,1,1,1,1,1,1,0,603234,800000
40.471138,3,4,223,0,1,1,1,0,0,0,471372,650000
40.40405,2,2,99,0,0,0,0,0,0,0,260153,406000
40.40464,4,2,175,1,0,1,0,0,0,1,247271,459000
40.405235,2,1,62,1,1,1,0,0,1,0,260153,166000
40.375885,3,1,100,1,0,1,0,0,1,0,192864,210000
40.47839,4,3,115,0,0,0,0,0,0,1,733699,899600
40.397606,3,1,86,1,1,1,0,0,1,0,357857,450000
40.43073,2,1,46,1,0,1,0,0,0,0,1207212,260000
40.443188,2,2,64,1,0,1,0,0,0,0,898889,355000
40.390804,3,1,79,0,1,0,0,0,0,0,219078,145000
40.447445,3,1,81,0,1,1,0,0,0,0,700100,445000
40.395145,3,1,101,1,1,1,0,0,0,0,357857,439000
40.42142,1,1,34,1,0,1,0,0,0,0,747577,224000
40.36409,4,2,190,1,1,0,0,0,1,0,255165,569000
40.45291,3,3,216,1,1,1,0,0,0,0,457692,850000
40.378944,3,1,93,0,0,0,0,0,1,0,234693,197000
40.424755,2,2,160,0,0,0,0,0,0,0,1709528,2300000
40.39381,1,1,67,1,0,1,0,0,0,0,942338,205000
40.39381,1,1,67,1,0,1,0,0,0,0,942338,217000
40.379417,3,1,92,0,1,0,0,0,1,0,234693,310000
40.3804,2,1,100,1,0,1,0,0,0,0,202513,191500
40.380054,2,2,113,0,0,0,1,0,0,0,234693,290000
