Codigo_Postal,Latitud,Longitud,Habitaciones,Baños,Superficie_m2,Piso,Ascensor,Aire_Acondicionado,Calefaccion,Parking,Balcon,Terraza,Piscina,Precio_Medio_cp,Precio
7,40.41892,-3.66855,2,1,93,8,1,0,1,0,1,0,0,529747,440000
6,40.437428,-3.6816113,2,4,70,6,1,1,0,0,0,0,0,1207212,730000
43,40.454376,-3.640595,7,5,292,0,0,0,1,0,0,1,1,911651,1790000
6,40.430706,-3.6764617,4,4,249,0,1,1,1,0,0,0,0,1207212,2090000
19,40.402473,-3.7241316,4,2,97,6,1,0,1,0,0,0,0,226302,305000
25,40.38943,-3.7342176,3,1,65,9,0,1,1,0,0,1,0,197312,160000
41,40.37202,-3.695732,3,2,116,6,1,0,0,1,0,0,0,212177,340000
4,40.426907,-3.7030787,1,1,25,8,1,1,1,0,0,0,0,747577,175000
27,40.448658,-3.6312523,3,2,170,3,1,0,1,1,0,1,1,379788,690000
37,40.421467,-3.6180012,3,1,91,16,1,1,0,0,0,1,0,260568,235000
28,40.426437,-3.6615229,3,2,144,6,1,1,1,0,0,0,0,603234,695000
3,40.438835,-3.6934972,3,4,231,7,0,1,1,0,0,0,0,898889,1845000
21,40.342964,-3.702993,1,1,55,8,1,1,1,1,0,0,1,156772,179900
17,40.420647,-3.6300786,3,1,72,8,1,0,1,0,0,1,0,238758,248000
8,40.42629,-3.7150798,2,1,41,7,0,1,1,0,0,0,0,766309,199990
25,40.37591,-3.7339437,2,1,87,12,1,0,1,0,0,1,0,197312,159000
55,40.47626,-3.629761,2,2,128,8,1,1,1,1,0,1,0,761064,440000
21,40.353058,-3.681198,3,1,63,8,0,1,0,0,0,1,0,156772,137000
27,40.435207,-3.6472611,2,1,69,8,0,1,1,0,0,1,0,379788,189500
33,40.48284,-3.6639414,4,3,152,6,1,1,1,0,0,0,0,471372,645000
38,40.38811,-3.6483405,2,1,58,11,1,1,0,0,0,0,0,164928,147000
34,40.502296,-3.6908398,4,3,266,0,0,1,1,0,0,0,0,718994,850000
25,40.374092,-3.726652,2,2,75,6,1,1,1,0,0,0,0,197312,239000
30,40.401497,-3.6479297,3,1,71,8,0,1,1,0,0,0,0,247271,185000
37,40.438602,-3.6174386,4,2,171,0,0,0,0,0,0,0,1,260568,860000
15,40.42792,-3.7074604,3,1,94,9,0,0,1,0,0,0,0,673599,460000
3,40.4428,-3.69616,4,3,130,9,1,0,1,1,0,1,0,898889,760000
55,40.498558,-3.6149247,2,2,104,7,1,1,1,1,0,1,0,761064,535000
34,40.49818,-3.7080076,4,5,161,9,1,1,1,0,0,1,1,718994,850000
28,40.424656,-3.6672163,1,1,45,6,1,1,0,0,0,0,0,603234,284000
7,40.407375,-3.6704943,2,1,90,6,1,1,1,0,0,0,0,529747,375000
51,40.368168,-3.5954154,3,3,138,9,1,0,1,0,1,1,0,314346,475000
42,40.474243,-3.580646,3,1,96,7,0,1,1,0,0,1,0,457692,240000
25,40.390965,-3.7392673,2,1,46,6,0,0,0,0,1,0,0,197312,149000
42,40.47265,-3.58449,3,1,90,7,0,0,1,0,0,1,0,457692,269000
32,40.3934,-3.6057317,3,2,90,9,1,1,0,0,0,0,1,260153,340000
49,40.502026,-3.7038634,3,2,100,7,1,0,0,0,0,0,0,561631,497000
18,40.382957,-3.6646144,3,2,86,0,0,1,1,0,0,0,0,166500,139000
2,40.44153,-3.676524,3,1,65,0,1,0,0,0,0,0,0,700100,292000
38,40.399284,-3.6513371,3,1,106,6,1,1,1,0,0,1,0,164928,195000
12,40.415073,-3.7045875,4,1,127,10,0,1,0,0,0,0,0,440796,599000
25,40.384216,-3.7278767,1,1,50,0,0,1,0,0,0,0,0,197312,99000
45,40.398567,-3.699934,4,1,91,0,1,0,1,0,0,0,0,357857,288000
44,40.37748,-3.76842,3,1,66,8,1,0,0,0,0,0,0,192864,170000
2,40.442257,-3.6726732,2,1,75,6,1,1,1,0,0,0,0,700100,390000
18,40.38099,-3.656628,3,2,102,8,1,1,0,1,0,1,0,166500,268000
53,40.390717,-3.6660526,4,2,110,8,0,1,1,0,0,1,0,152717,208000
17,40.430305,-3.6442292,3,1,69,9,0,1,1,0,0,0,0,238758,180000
47,40.402584,-3.7476275,1,2,50,3,0,0,0,0,0,0,0,219078,106000
3,40.441673,-3.7009404,4,1,89,10,1,0,1,0,0,0,0,898889,470000
33,40.479115,-3.6663222,4,3,134,9,1,0,0,0,0,1,0,471372,525000
21,40.344227,-3.6866672,3,2,77,7,0,0,0,0,0,1,0,156772,117500
12,40.407845,-3.7042377,3,2,62,6,0,1,0,0,0,0,0,440796,340000
17,40.42377,-3.6563833,2,1,52,3,1,0,1,0,0,0,0,238758,135000
5,40.410927,-3.7166395,2,1,42,3,0,0,0,0,0,0,0,421413,170000
6,40.4414,-3.6890302,6,6,400,5,0,1,1,0,0,1,0,1207212,3700000
23,40.455986,-3.7791154,3,3,350,0,0,1,1,0,1,1,0,1274253,1972000
22,40.44287,-3.58465,2,2,75,10,1,1,1,0,0,1,0,280852,250000
52,40.40194,-3.55818,2,2,73,11,1,0,1,1,0,0,0,382726,249000
46,40.474197,-3.6863096,3,2,85,10,1,0,0,0,0,1,0,1134196,439000
22,40.42533,-3.598911,3,2,87,8,1,0,1,0,0,0,0,280852,339900
39,40.448772,-3.7044382,2,1,50,6,0,0,0,0,0,0,0,302278,155000
22,40.446617,-3.5733037,4,2,117,0,0,1,1,0,0,0,0,280852,399000
44,40.377483,-3.7740626,3,1,66,3,0,0,0,1,0,0,0,192864,150500
26,40.385216,-3.7058458,2,1,58,0,0,1,0,0,0,1,0,202513,137900
39,40.46323,-3.710562,1,1,35,0,0,0,0,0,0,0,0,302278,99000
11,40.407364,-3.744281,2,2,79,7,1,0,1,1,0,0,0,259011,289000
5,40.404724,-3.7116487,2,1,55,6,1,0,1,0,0,0,0,421413,200000
41,40.368572,-3.6896632,3,1,90,9,1,0,1,0,0,0,0,212177,195000
52,40.394382,-3.55186,3,2,92,8,1,0,0,0,0,1,1,382726,360000
33,40.47602,-3.653784,2,1,82,7,1,1,1,0,0,0,1,471372,329000
41,40.36001,-3.6964035,2,1,65,12,1,1,1,0,0,0,0,212177,137000
3,40.44546,-3.7029393,2,2,46,3,1,0,0,0,0,0,0,898889,230000
30,40.40029,-3.6438396,3,2,71,7,0,1,1,0,0,0,0,247271,169050
21,40.347366,-3.70625,3,1,86,8,0,1,1,0,0,1,0,156772,149990
17,40.432167,-3.6448455,3,1,75,7,1,1,1,0,0,1,0,238758,272000
25,40.388588,-3.7404459,3,1,98,7,0,1,0,0,1,1,0,197312,155000
21,40.342373,-3.6855109,3,1,65,6,1,1,1,0,0,1,0,156772,97260
35,40.489525,-3.7172766,3,2,117,9,1,1,1,0,0,0,0,733699,379000
28,40.43676,-3.67013,1,1,50,8,1,1,1,0,0,0,0,603234,339000
3,40.44475,-3.71364,2,2,150,14,1,1,1,0,0,0,0,898889,849000
20,40.46337,-3.69245,2,2,89,21,1,1,1,0,0,0,0,597620,499000
3,40.4403,-3.71638,3,1,109,7,1,0,1,0,0,0,0,898889,590000
33,40.47283,-3.65118,3,1,90,7,1,0,1,0,0,1,0,471372,280000
9,40.41826,-3.6733,5,3,183,11,1,1,1,1,0,1,0,941621,1225000
7,40.40025,-3.6696005,2,1,97,9,1,1,0,0,0,0,0,529747,355000
15,40.43221,-3.71233,2,2,83,3,1,1,1,0,0,0,0,673599,430000
20,40.44723,-3.69686,4,2,254,11,1,0,0,0,0,0,0,597620,1100000
37,40.43825,-3.6196802,1,2,85,3,1,1,1,1,0,1,0,260568,236900
33,40.47512,-3.65903,2,1,70,7,1,1,1,0,0,0,0,471372,240000
4,40.42446,-3.7044337,1,1,51,6,1,1,1,0,1,0,0,747577,340000
28,40.43863,-3.67236,2,2,111,8,1,0,1,0,0,1,0,603234,448900
20,40.45953,-3.69969,5,4,151,6,0,1,0,0,0,1,0,597620,395000
35,40.48941,-3.7168,2,2,72,0,1,0,1,1,0,0,0,733699,342000
28,40.43717,-3.6706822,5,3,210,6,1,1,1,0,0,1,0,603234,815000
52,40.40559,-3.55106,3,3,147,14,1,0,1,0,0,1,1,382726,374995
3,40.441494,-3.7124946,3,2,132,0,1,1,1,0,0,1,0,898889,780000
31,40.37948,-3.6189,3,2,110,7,1,0,1,0,1,0,0,234693,192500
37,40.43171,-3.6270714,4,2,141,3,1,1,1,1,1,1,0,260568,259000
27,40.43967,-3.64315,1,1,68,3,0,1,1,0,0,1,0,379788,190000
53,40.38842,-3.6708,2,1,64,7,1,0,1,0,0,0,0,152717,129000
7,40.40903,-3.67109,4,3,221,7,1,0,0,0,0,1,0,529747,649000
35,40.484356,-3.7316568,4,3,243,10,1,1,1,1,0,1,0,733699,865000
7,40.40343,-3.6787033,4,2,110,6,1,0,1,0,0,0,0,529747,480000
6,40.43582,-3.68201,0,1,35,10,1,0,1,0,0,1,0,1207212,295000
18,40.3864,-3.642117,4,2,115,6,1,0,1,0,0,1,0,166500,170000
3,40.442745,-3.7124128,2,2,98,6,1,1,1,1,0,0,1,898889,668700
22,40.44396,-3.58209,1,1,50,7,1,1,1,0,1,0,1,280852,165000
7,40.41626,-3.66824,5,2,143,10,1,1,0,1,0,1,0,529747,695000
28,40.43786,-3.66665,3,1,82,6,1,1,0,0,0,0,0,603234,399000
39,40.46234,-3.70659,2,2,65,5,1,1,1,0,0,0,0,302278,230000
4,40.424828,-3.7017334,2,1,132,8,1,1,1,0,0,0,0,747577,622000
38,40.39699,-3.6594996,2,1,60,10,0,1,0,0,0,0,0,164928,129000
39,40.455032,-3.7057095,2,1,72,8,1,1,1,0,0,1,0,302278,310000
17,40.4279,-3.63291,3,1,55,7,0,1,0,0,0,0,0,238758,160000
1,40.42176,-3.686223,4,5,269,6,1,1,1,0,1,0,0,1709528,3850000
54,40.367126,-3.7440524,1,1,55,6,1,1,0,1,0,0,1,255165,179000
2,40.442207,-3.6814022,2,2,75,3,1,0,1,0,0,0,0,700100,317600
17,40.43253,-3.63808,3,1,70,10,0,0,1,0,0,1,0,238758,140800
3,40.446423,-3.7099893,3,2,106,6,1,1,1,0,1,0,0,898889,520000
8,40.42915,-3.71884,5,2,193,9,1,1,1,1,0,1,0,766309,795000
15,40.43737,-3.71311,4,2,102,3,0,0,1,0,0,0,0,673599,469000
17,40.42463,-3.653519,2,1,56,3,0,0,0,0,0,0,0,238758,160000
14,40.41093,-3.69401,3,1,76,7,0,0,0,0,1,0,0,856046,368130
9,40.41717,-3.67613,2,2,117,7,1,0,1,0,0,0,0,941621,660000
15,40.430523,-3.711937,1,1,37,8,0,1,1,0,0,0,0,673599,219000
8,40.430023,-3.7182364,3,3,145,8,1,1,1,0,0,0,0,766309,1100000
8,40.42501,-3.71254,2,1,75,18,1,1,1,0,0,0,0,766309,450000
25,40.378273,-3.736033,4,2,112,9,1,1,1,0,0,1,0,197312,209900
28,40.42335,-3.6686435,3,2,75,7,1,1,1,0,0,0,0,603234,429000
8,40.425976,-3.7147284,4,3,263,7,1,0,1,0,0,0,0,766309,900000
7,40.404922,-3.6795743,1,1,37,3,1,0,1,0,0,1,0,529747,179000
15,40.438118,-3.7128818,4,3,172,9,1,1,1,1,0,1,0,673599,840000
29,40.474453,-3.7149663,2,1,50,8,1,0,1,0,0,1,0,347317,207000
18,40.387287,-3.6618457,2,2,88,9,1,1,1,0,1,1,0,166500,280000
34,40.48292,-3.7040749,4,2,134,16,1,0,1,0,0,0,0,718994,579000
43,40.464516,-3.6322207,3,2,90,11,1,1,1,0,0,0,0,911651,321500
6,40.43462,-3.675189,2,2,83,11,1,1,1,0,0,0,0,1207212,849000
3,40.446377,-3.6978416,2,3,120,8,1,1,1,0,1,0,0,898889,900000
20,40.454033,-3.6947849,4,3,182,11,1,0,1,1,0,0,0,597620,870000
14,40.415833,-3.7015557,3,3,250,7,1,1,1,0,0,0,0,856046,3300000
17,40.42779,-3.6459882,1,1,47,3,1,1,1,0,0,0,0,238758,139900
28,40.438137,-3.6672018,5,3,149,5,0,1,1,0,1,1,0,603234,569000
16,40.45566,-3.681503,1,1,67,6,1,0,1,0,0,0,0,923762,440000
18,40.38297,-3.665074,3,2,103,6,1,1,1,0,0,0,0,166500,219990
28,40.43554,-3.6759567,4,2,218,9,1,1,1,0,0,0,0,603234,1120000
6,40.435505,-3.685367,2,2,200,11,1,1,1,1,0,1,0,1207212,1750000
13,40.416866,-3.71238,3,2,164,7,1,0,1,0,1,0,0,760050,1050000
16,40.45784,-3.6757104,3,1,105,6,1,0,1,0,0,0,0,923762,465000
43,40.449913,-3.6604493,2,1,73,7,1,0,1,1,0,0,0,911651,350000
50,40.492386,-3.661461,3,2,131,8,1,1,1,1,0,1,0,480497,589000
7,40.402134,-3.6793864,3,2,127,12,1,0,1,0,0,0,0,529747,630000
18,40.385796,-3.6487226,2,1,57,6,0,1,1,0,0,1,0,166500,133000
35,40.470467,-3.7284298,4,3,165,9,1,0,1,0,0,0,1,733699,650000
19,40.38845,-3.730978,2,1,75,6,0,1,1,0,0,0,0,226302,199000
19,40.39524,-3.7345,3,1,70,7,0,0,1,0,0,1,0,226302,199000
44,40.38373,-3.7644153,2,1,64,8,0,0,1,0,0,1,0,192864,155000
15,40.427914,-3.707833,2,2,87,6,1,1,1,0,0,0,0,673599,525000
20,40.461403,-3.6958694,2,1,51,12,1,1,0,0,1,1,0,597620,449000
26,40.383427,-3.698716,2,1,68,9,0,1,1,0,0,0,0,202513,174900
23,40.449818,-3.778186,3,2,118,3,1,0,0,1,0,1,0,1274253,640000
15,40.42684,-3.70865,2,1,35,9,0,0,1,0,0,0,0,673599,140000
42,40.45761,-3.5861669,3,2,107,6,1,0,0,0,0,0,0,457692,272000
28,40.429295,-3.6702821,4,2,86,0,1,0,1,0,1,0,0,603234,575000
30,40.408028,-3.6438544,3,1,75,7,0,0,1,0,0,0,0,247271,175000
53,40.3936,-3.666661,2,1,65,6,0,0,1,0,1,0,0,152717,147000
25,40.378883,-3.7311394,3,1,78,7,1,0,1,0,0,1,0,197312,185000
4,40.424004,-3.6994803,1,1,55,7,1,1,0,0,0,0,0,747577,469000
53,40.384403,-3.6725175,2,1,53,3,0,0,1,0,0,0,0,152717,139000
43,40.468483,-3.639422,2,2,112,15,1,1,1,0,0,1,0,911651,440000
25,40.404495,-3.6733768,3,2,138,11,1,1,1,1,0,1,0,197312,785200
28,40.43574,-3.6728234,1,1,41,6,1,1,0,0,0,0,0,603234,219000
33,40.479336,-3.6483517,2,2,82,7,1,1,1,0,0,1,0,471372,350000
53,40.3947,-3.6682522,2,1,60,3,0,1,1,0,0,0,0,152717,117000
21,40.3448,-3.7054498,3,2,191,3,0,0,1,0,0,0,0,156772,194400
53,40.39438,-3.668011,2,1,60,6,0,0,1,0,1,0,0,152717,145000
10,40.44272,-3.7124376,5,3,230,20,1,0,1,0,0,1,0,1023319,1200000
5,40.41296,-3.70761,5,5,244,10,1,1,0,0,1,1,0,421413,1000000
39,40.466915,-3.7054944,1,1,38,3,1,1,0,0,0,0,0,302278,195000
31,40.38334,-3.6120052,4,2,114,10,1,1,1,0,0,1,0,234693,325000
30,40.403503,-3.6476421,4,1,82,6,1,0,1,0,0,1,0,247271,210000
52,40.40194,-3.55818,2,2,88,6,1,0,0,1,0,1,0,382726,295000
14,40.410988,-3.6929524,3,3,133,7,1,1,1,0,1,0,0,856046,850000
43,40.456768,-3.659141,3,3,160,8,1,1,1,0,0,1,0,911651,680000
30,40.40257,-3.644095,3,1,74,7,0,0,0,0,1,1,0,247271,175000
45,40.39439,-3.6963382,2,1,80,10,1,1,1,0,0,0,0,357857,350000
12,40.40996,-3.697211,1,1,39,3,0,1,0,0,0,0,0,440796,180000
51,40.371056,-3.609291,1,1,42,7,1,1,1,0,0,0,0,314346,179000
31,40.373512,-3.6206553,3,1,109,5,1,1,1,0,0,1,0,234693,350000
18,40.386974,-3.6537075,3,1,70,9,0,0,0,0,1,0,0,166500,130000
15,40.436527,-3.7084956,4,2,97,10,1,1,1,0,1,0,0,673599,590000
3,40.44543,-3.69758,3,2,127,11,1,0,0,0,0,0,0,898889,795000
12,40.409878,-3.6981611,1,1,25,9,0,0,0,0,0,0,0,440796,125000
18,40.382393,-3.6456077,3,1,93,3,1,1,1,0,0,1,0,166500,179000
6,40.43606,-3.68008,2,1,58,7,0,1,1,0,0,0,0,1207212,349000
28,40.43918,-3.6625617,2,2,90,7,1,1,1,0,0,1,0,603234,449000
15,40.42887,-3.7100751,3,2,179,6,1,1,0,0,0,0,0,673599,779900
3,40.441437,-3.7128053,4,2,177,9,1,0,0,0,0,0,0,898889,725000
3,40.43885,-3.7108147,5,4,347,11,1,1,1,0,0,1,0,898889,1700000
25,40.378017,-3.7314465,3,1,72,11,1,1,0,0,0,0,0,197312,167500
20,40.451847,-3.698317,3,2,95,6,1,1,1,1,0,0,0,597620,639000
4,40.423405,-3.6986701,5,5,143,6,1,1,1,0,1,1,0,747577,949000
19,40.39979,-3.7213492,4,2,107,7,1,1,1,0,0,1,0,226302,385000
15,40.436436,-3.7121983,1,1,60,11,1,1,1,0,1,0,1,673599,435000
42,40.4547,-3.592438,3,2,125,10,1,1,1,0,0,0,0,457692,415000
17,40.430565,-3.642927,2,1,60,8,0,1,0,0,0,1,0,238758,180000
4,40.42229,-3.70592,3,1,90,9,0,0,1,0,0,0,0,747577,299000
15,40.42653,-3.7072594,0,1,35,6,1,1,0,0,1,0,0,673599,209000
7,40.403164,-3.6811254,3,2,100,7,1,0,0,0,0,1,0,529747,560000
2,40.442005,-3.6695213,3,3,236,20,1,0,0,0,0,1,0,700100,1100000
10,40.430313,-3.700992,4,2,100,7,1,1,1,0,1,1,0,1023319,770000
14,40.406887,-3.6820455,3,2,140,9,1,1,1,0,0,0,0,856046,715000
39,40.45817,-3.7083867,2,1,62,6,1,1,1,0,0,1,0,302278,224000
33,40.474308,-3.6432061,3,1,90,3,1,0,0,0,0,1,0,471372,202000
17,40.43022,-3.635752,2,1,61,6,1,0,0,0,0,0,0,238758,188000
53,40.377934,-3.6726878,3,1,69,3,0,0,1,0,0,0,0,152717,180000
19,40.38806,-3.7307432,3,1,77,9,1,1,1,0,1,1,0,226302,185000
6,40.431137,-3.6735244,3,2,117,0,1,1,1,0,0,0,0,1207212,985000
26,40.388397,-3.7126365,2,1,57,6,0,0,1,0,0,0,0,202513,145000
17,40.43222,-3.6449554,3,1,76,9,0,0,0,0,0,1,0,238758,195000
28,40.43558,-3.6702135,2,2,69,9,1,0,1,0,0,1,0,603234,400000
42,40.467422,-3.589943,2,2,107,8,1,1,1,0,0,0,0,457692,420000
21,40.338192,-3.709819,3,2,94,3,1,1,0,0,0,0,0,156772,180000
27,40.43524,-3.6452951,2,2,88,6,1,1,1,0,0,0,0,379788,329000
28,40.428883,-3.6682088,3,2,173,12,1,0,1,0,0,1,0,603234,1170000
5,40.403973,-3.7150278,2,1,64,6,1,1,1,0,0,0,0,421413,324000
39,40.46368,-3.701759,1,1,75,6,1,1,1,0,0,0,0,302278,247500
53,40.39594,-3.66921,3,1,54,3,0,0,0,0,0,0,0,152717,90000
16,40.45516,-3.67802,4,3,171,6,1,0,0,0,0,1,0,923762,840000
46,40.4624,-3.69036,5,3,242,9,1,1,1,1,0,1,1,1134196,1140000
7,40.420486,-3.6671333,3,3,162,10,1,0,1,0,1,1,1,529747,749000
1,40.428986,-3.6806953,4,5,300,12,1,1,1,1,0,1,0,1709528,3800000
6,40.441036,-3.6831524,4,4,235,0,1,1,1,1,0,0,1,1207212,2100000
6,40.435368,-3.6808276,3,2,126,9,1,1,1,1,0,1,0,1207212,950000
19,40.389484,-3.72353,3,2,119,8,1,0,1,0,0,1,0,226302,325000
41,40.366142,-3.7039154,3,1,100,7,1,1,1,0,0,1,0,212177,220000
7,40.41868,-3.6627185,5,3,176,11,1,0,1,0,0,0,0,529747,650000
20,40.461304,-3.698531,2,1,96,0,1,0,1,0,0,0,0,597620,310000
28,40.436485,-3.6762285,4,2,145,9,1,1,1,0,0,1,0,603234,890000
2,40.443962,-3.6701953,2,2,85,13,1,1,1,0,0,0,0,700100,465000
26,40.38592,-3.7135,2,1,68,3,0,0,0,0,0,0,0,202513,125000
31,40.380688,-3.636605,3,2,120,11,1,1,1,0,0,0,0,234693,285000
50,40.498867,-3.6538672,3,2,120,8,1,1,1,0,0,0,0,480497,525000
53,40.37899,-3.6770844,3,1,76,6,1,1,0,0,0,0,0,152717,172900
15,40.429234,-3.708389,5,3,180,10,1,1,1,0,0,1,0,673599,1020000
41,40.3567,-3.6989024,4,2,92,10,1,1,1,0,0,0,0,212177,179900
4,40.424202,-3.7020874,3,3,104,8,1,1,1,0,0,0,0,747577,890000
1,40.42166,-3.6872587,4,5,269,6,1,0,0,0,1,0,0,1709528,3850000
6,40.43374,-3.6777062,3,2,125,9,1,1,1,0,0,1,0,1207212,1150000
9,40.41826,-3.6754277,4,3,242,9,1,0,0,0,0,0,0,941621,1300000
38,40.387886,-3.6370108,3,2,110,16,1,1,0,0,0,1,0,164928,235000
1,40.427402,-3.6814623,2,2,90,6,1,1,1,0,1,0,0,1709528,1175000
35,40.4629,-3.7243958,7,5,463,0,0,0,1,0,1,1,1,733699,1000000
25,40.37565,-3.74387,2,1,69,8,0,0,0,0,0,1,0,197312,115000
5,40.411816,-3.7141435,2,2,99,8,1,1,0,1,1,0,0,421413,560000
50,40.5082,-3.674637,2,2,89,11,1,1,1,0,0,0,0,480497,409000
3,40.444286,-3.7033005,3,2,115,7,1,0,1,1,0,1,0,898889,569000
25,40.379963,-3.7474315,1,1,45,3,0,1,0,0,0,0,0,197312,148000
15,40.43323,-3.7133207,3,2,132,7,1,1,1,0,0,0,0,673599,815000
37,40.44034,-3.6185625,1,2,69,7,1,1,1,0,1,0,0,260568,275000
5,40.40972,-3.717564,2,2,81,9,1,1,1,0,0,1,0,421413,415000
39,40.44786,-3.7044234,1,1,60,0,1,1,0,0,0,0,0,302278,180000
55,40.475155,-3.6289916,4,3,115,0,0,1,1,0,0,1,0,761064,738000
26,40.390186,-3.7020454,2,2,108,6,1,1,1,0,0,0,0,202513,345000
6,40.434746,-3.6755288,2,2,76,11,1,1,1,0,0,0,0,1207212,849000
22,40.445366,-3.6068323,4,2,113,9,1,1,1,0,0,1,0,280852,290000
19,40.389782,-3.7215123,2,1,79,8,0,1,1,0,0,0,0,226302,146000
3,40.442528,-3.6958477,4,3,196,0,1,1,1,0,0,1,0,898889,1300000
9,40.42384,-3.6724403,1,1,49,1,1,1,1,0,0,0,0,941621,229000
16,40.453644,-3.6806152,3,2,89,6,0,1,0,0,0,1,0,923762,450000
41,40.351883,-3.6952202,3,1,63,10,0,1,1,0,0,1,0,212177,109900
37,40.42547,-3.6233091,2,1,53,3,0,1,1,0,0,0,0,260568,175000
27,40.443848,-3.645778,1,1,71,0,1,1,1,0,0,0,0,379788,295000
25,40.38096,-3.72936,2,1,60,8,0,0,0,0,0,1,0,197312,127600
39,40.462833,-3.7045958,1,1,45,8,1,1,1,1,0,0,0,302278,235000
45,40.401516,-3.6962674,1,1,61,3,1,0,0,0,0,0,0,357857,220000
32,40.403156,-3.5936491,3,2,100,8,1,1,0,0,0,0,0,260153,210000
17,40.431164,-3.6362517,4,2,139,9,1,0,1,0,1,1,0,238758,319000
11,40.4057,-3.73422,3,1,71,8,0,1,1,0,0,0,0,259011,150000
27,40.437366,-3.6519897,3,1,93,9,1,0,1,0,0,0,0,379788,308000
29,40.474068,-3.7049272,3,2,120,10,1,1,1,0,0,0,0,347317,465000
7,40.40368,-3.6713052,2,2,127,6,1,1,0,0,0,0,0,529747,530000
25,40.38878,-3.73543,3,2,78,8,1,0,0,1,0,0,0,197312,318700
25,40.38878,-3.73543,3,2,78,7,1,0,0,1,0,0,0,197312,298000
28,40.42546,-3.6615179,2,1,80,9,1,1,1,0,0,0,0,603234,395000
7,40.403664,-3.681041,4,3,195,6,1,1,0,0,1,1,0,529747,595000
53,40.38161,-3.67037,3,1,73,8,0,0,0,0,0,0,0,152717,115200
24,40.398136,-3.7740679,3,1,65,7,0,1,0,0,0,0,0,199225,169000
33,40.478207,-3.667106,3,2,137,0,1,1,1,0,0,1,0,471372,623000
32,40.403427,-3.610798,3,2,90,6,1,1,1,0,0,0,0,260153,250000
47,40.394424,-3.7429285,3,1,77,6,0,0,1,0,0,0,0,219078,161000
27,40.444656,-3.6484435,4,3,164,9,1,1,1,0,0,1,1,379788,985000
12,40.410095,-3.7017245,1,1,36,3,0,1,1,0,0,0,0,440796,185000
24,40.39669,-3.7622268,3,1,76,14,1,1,1,0,0,0,0,199225,199000
55,40.492912,-3.6178765,2,2,94,0,1,1,1,0,0,0,1,761064,485000
15,40.430435,-3.7056112,2,2,116,8,1,1,1,0,0,0,0,673599,649000
29,40.47441,-3.704425,1,1,73,6,1,1,0,1,0,0,0,347317,280000
9,40.423145,-3.6796036,3,3,154,9,1,0,0,0,1,0,0,941621,1800000
27,40.43874,-3.6501403,1,1,45,3,1,0,1,0,0,0,0,379788,148000
25,40.3748,-3.72532,3,2,92,13,1,1,0,0,0,0,0,197312,295000
15,40.431084,-3.713773,2,1,67,10,1,1,0,0,0,1,0,673599,498000
39,40.450985,-3.7074776,0,1,47,9,1,1,1,0,0,0,0,302278,165000
4,40.421795,-3.7045732,2,2,80,7,0,1,0,0,0,0,0,747577,320000
37,40.434357,-3.6153018,2,1,100,10,1,1,1,0,0,1,0,260568,399000
22,40.42853,-3.6053357,3,2,86,9,1,0,1,0,0,1,0,280852,275000
51,40.362904,-3.5960245,2,1,77,11,1,0,1,0,0,0,0,314346,199000
30,40.41235,-3.6573095,3,2,166,0,1,0,1,0,0,1,0,247271,410000
5,40.401035,-3.7015517,3,1,70,0,1,1,1,0,0,1,0,421413,328500
25,40.38189,-3.7267892,2,1,63,6,1,0,0,0,0,1,0,197312,139000
31,40.38139,-3.6346538,2,2,115,8,1,1,1,0,0,0,1,234693,248000
4,40.427795,-3.7002196,3,3,118,8,1,1,1,0,0,0,0,747577,925000
11,40.404305,-3.7424638,3,2,96,7,1,1,1,0,0,1,0,259011,265000
11,40.404324,-3.7450368,2,1,76,6,1,0,1,0,0,1,0,259011,204900
38,40.401096,-3.6577797,3,2,87,12,1,0,1,0,0,1,0,164928,250000
4,40.425274,-3.7030237,2,1,44,9,0,0,0,0,0,0,0,747577,190000
32,40.395878,-3.6071723,3,2,101,6,1,1,1,0,0,0,0,260153,359500
22,40.44324,-3.5833051,1,1,55,10,1,1,1,0,0,0,0,280852,160000
3,40.4407,-3.698764,2,1,62,9,1,1,1,0,0,0,0,898889,340000
26,40.384033,-3.7044685,2,1,60,9,1,0,0,0,0,1,0,202513,160000
19,40.39322,-3.713089,4,2,142,6,1,1,1,0,0,0,0,226302,408000
53,40.39009,-3.6633618,2,1,53,6,0,1,0,0,1,0,0,152717,109000
26,40.38208,-3.7052681,2,1,61,8,0,1,0,0,0,1,0,202513,125000
5,40.40882,-3.7128057,1,1,72,7,1,1,1,0,0,0,0,421413,320000
26,40.383484,-3.7052016,2,1,46,3,0,1,0,0,0,0,0,202513,110000
2,40.44901,-3.6758738,4,2,144,10,1,1,1,0,0,1,0,700100,778000
7,40.401505,-3.6691432,2,1,42,3,0,1,1,0,0,0,0,529747,195000
8,40.42171,-3.7177396,2,1,64,3,1,0,0,0,0,0,0,766309,310000
6,40.424564,-3.6754646,3,4,145,7,1,1,0,0,0,0,0,1207212,1195000
51,40.361862,-3.5886343,2,1,65,7,1,1,1,0,0,0,0,314346,249000
29,40.48384,-3.695462,4,3,161,9,1,0,1,0,0,1,0,347317,625000
37,40.437275,-3.6278071,2,1,87,7,1,1,1,0,0,1,0,260568,250000
6,40.430305,-3.6782434,3,2,125,9,1,1,1,0,0,1,0,1207212,1150000
