Codigo_Postal,Latitud,Longitud,Habitaciones,Baños,Superficie_m2,Piso,Ascensor,Aire_Acondicionado,Calefaccion,Parking,Balcon,Terraza,Piscina,Precio_Medio_cp,Precio
5,40.413837,-3.7129016,2,2,83,6,1,0,1,0,0,0,0,421413,439000
9,40.42319,-3.67965,3,3,154,9,1,1,1,0,0,0,0,941621,1800000
12,40.408203,-3.7046711,3,1,78,10,1,0,0,0,1,0,0,440796,380000
3,40.43992,-3.709124,3,2,110,0,1,1,1,0,0,1,0,898889,650000
17,40.43098,-3.64429,3,2,115,6,1,0,1,0,1,1,0,238758,343909
27,40.43311,-3.6564004,2,1,85,12,1,1,0,0,0,1,0,379788,360000
38,40.399864,-3.6667264,3,1,65,7,1,1,0,0,0,1,0,164928,149000
1,40.421997,-3.6872888,4,5,270,6,1,1,1,0,1,0,0,1709528,3850000
20,40.453926,-3.6945612,3,2,182,15,1,1,1,1,0,1,0,597620,920000
45,40.4041,-3.6930408,1,1,36,10,1,1,1,0,0,0,0,357857,200000
27,40.43355,-3.658608,2,3,80,0,0,1,1,0,0,0,0,379788,279000
11,40.408154,-3.7425964,3,1,70,0,1,1,1,0,0,1,0,259011,255000
6,40.433968,-3.677491,3,2,125,9,1,1,1,0,1,1,0,1207212,1150000
45,40.398365,-3.6949923,1,1,43,0,1,1,1,0,0,0,0,357857,230000
50,40.48869,-3.66924,3,2,107,7,1,0,1,0,0,1,0,480497,378604
50,40.498474,-3.6529431,4,2,132,10,1,1,1,0,1,0,1,480497,615000
17,40.429955,-3.6371603,3,1,93,8,1,1,1,0,1,1,0,238758,226000
23,40.46999,-3.78377,4,4,220,7,1,0,1,0,1,1,0,1274253,1256357
36,40.47804,-3.675246,3,2,180,0,0,1,1,0,0,1,1,1197915,875000
2,40.448704,-3.6888084,1,1,54,9,1,1,1,0,0,0,0,700100,450000
19,40.38948,-3.72006,1,1,42,3,1,1,1,1,0,0,0,226302,159000
11,40.408478,-3.734193,1,1,61,0,1,0,0,0,0,0,0,259011,142700
1,40.423225,-3.6868289,1,1,40,6,1,1,1,0,0,0,0,1709528,420000
14,40.412773,-3.6891189,4,4,240,12,1,1,1,1,1,1,0,856046,2700000
1,40.42902,-3.68053,4,5,300,13,1,1,1,0,0,1,0,1709528,3800000
9,40.42161,-3.6837351,2,1,70,8,1,1,1,0,1,0,0,941621,1390000
17,40.43244,-3.6409216,3,2,110,0,1,1,0,1,0,1,0,238758,360910
49,40.51064,-3.689286,4,2,194,0,1,1,1,1,1,1,1,561631,1050000
39,40.45917,-3.7006857,3,2,100,0,0,1,1,0,0,1,0,302278,375000
6,40.437996,-3.6892626,4,4,335,8,1,1,1,0,1,1,0,1207212,2500000
42,40.47007,-3.5865898,2,2,72,9,1,1,1,0,0,0,0,457692,345000
39,40.453434,-3.7095802,1,1,80,7,1,1,1,0,1,1,0,302278,434000
39,40.453434,-3.7095802,1,1,99,8,1,1,1,0,1,1,0,302278,519000
39,40.453434,-3.7095802,1,1,100,8,1,1,1,0,1,1,0,302278,528000
47,40.383358,-3.7494657,4,3,159,6,1,1,1,0,0,1,0,219078,415000
5,40.407913,-3.705982,2,2,95,6,1,0,0,0,0,0,0,421413,430000
19,40.3907,-3.72579,2,1,65,0,1,0,1,0,0,0,0,226302,147000
12,40.41245,-3.703166,2,2,262,3,1,1,0,0,0,0,0,440796,769000
27,40.43904,-3.6340969,3,1,78,6,1,0,0,0,0,1,0,379788,239900
13,40.41825,-3.7131333,2,2,138,6,1,1,1,0,1,0,0,760050,920000
4,40.42852,-3.703052,5,2,133,6,1,1,1,0,0,0,0,747577,680000
13,40.419365,-3.7027261,2,1,115,10,1,1,1,0,1,0,0,760050,750000
3,40.43811,-3.6947813,3,4,345,13,1,1,0,0,0,1,0,898889,1999000
3,40.409687,-3.6863656,2,1,96,0,1,1,1,0,0,0,0,898889,480000
4,40.423843,-3.7052991,3,3,99,9,1,1,1,0,0,0,0,747577,859000
1,40.42232,-3.6826007,5,3,342,6,1,1,1,0,0,1,0,1709528,3000000
4,40.420837,-3.6972246,2,2,126,9,1,1,1,0,0,0,0,747577,960000
10,40.428715,-3.6994119,3,4,227,8,1,1,1,0,1,0,0,1023319,2000000
12,40.40803,-3.7025073,3,2,82,9,1,1,1,0,0,0,0,440796,360000
18,40.381462,-3.6545596,3,2,120,8,1,0,1,1,1,1,0,166500,328000
9,40.42371,-3.67046,3,2,91,6,1,0,1,0,1,0,0,941621,439090
45,40.394646,-3.695649,3,1,118,6,1,1,0,0,0,1,0,357857,412000
8,40.428585,-3.715749,3,2,155,10,1,1,1,0,0,0,0,766309,849000
15,40.433327,-3.7038133,3,2,125,10,1,1,1,0,0,0,0,673599,950000
15,40.43385,-3.7041712,4,2,165,8,1,1,1,0,0,0,0,673599,960000
10,40.43175,-3.7036054,3,2,170,8,1,1,1,0,0,0,1,1023319,1285000
10,40.43331,-3.6919959,2,2,120,7,1,1,1,0,0,0,0,1023319,960000
10,40.431866,-3.7036264,2,2,106,10,1,1,1,0,0,0,1,1023319,885000
50,40.48232,-3.63885,5,3,195,0,0,0,1,0,1,1,0,480497,640000
12,40.408974,-3.7033882,2,1,45,7,1,0,0,0,0,0,0,440796,214000
39,40.462566,-3.7065923,3,2,82,9,1,1,0,1,0,1,0,302278,585000
20,40.452297,-3.6979785,3,3,173,7,1,0,0,0,0,0,0,597620,890000
20,40.450836,-3.6948361,3,3,188,8,1,1,1,0,0,0,0,597620,1150000
5,40.405293,-3.70659,3,2,142,6,1,1,1,0,0,0,0,421413,560000
14,40.41285,-3.6985223,2,2,105,7,1,1,1,0,1,0,0,856046,900000
6,40.433243,-3.6741076,2,2,106,6,1,1,1,0,0,0,0,1207212,550000
7,40.410397,-3.666837,5,3,176,7,1,1,1,0,0,0,0,529747,696000
5,40.40738,-3.70582,1,1,34,0,0,1,1,0,0,0,0,421413,180000
4,40.42259,-3.69949,3,2,133,8,0,0,0,0,0,0,0,747577,580000
26,40.38351,-3.70236,2,2,79,6,1,0,0,0,0,0,0,202513,250000
3,40.4407,-3.71542,2,2,117,6,1,0,1,1,0,1,0,898889,690600
3,40.4407,-3.71542,2,2,126,14,1,0,1,1,0,1,0,898889,1157500
40,40.455807,-3.7154334,7,4,184,5,0,1,1,0,0,0,0,645360,1150000
1,40.429188,-3.680378,4,5,300,12,1,1,1,0,1,1,0,1709528,3800000
15,40.42193,-3.70792,3,2,170,6,1,1,1,0,1,0,0,673599,1400000
37,40.43524,-3.6250093,3,2,86,12,1,1,1,1,0,1,1,260568,540000
16,40.452446,-3.6794598,5,3,196,0,1,1,1,0,1,1,0,923762,900000
26,40.38076,-3.70491,3,2,100,0,0,1,1,0,0,1,0,202513,200000
41,40.35328,-3.69472,3,2,98,0,1,1,1,0,0,1,0,212177,209000
19,40.39082,-3.72848,2,2,87,6,1,1,0,0,0,0,1,226302,325000
39,40.46695,-3.7065609,2,1,60,0,0,1,1,0,0,0,0,302278,180000
12,40.41127,-3.7057292,3,2,135,7,1,1,1,0,1,0,0,440796,725000
37,40.43695,-3.6203594,1,1,75,0,1,0,1,1,1,1,0,260568,309500
46,40.458042,-3.690508,3,3,127,6,1,1,1,0,1,0,0,1134196,950000
9,40.417965,-3.6764567,3,2,117,10,1,1,1,0,0,0,0,941621,960000
8,40.421192,-3.717402,2,1,100,0,1,0,1,0,0,1,0,766309,560000
13,40.422195,-3.709424,2,2,101,12,1,1,1,0,0,0,0,760050,1175000
24,40.394306,-3.76425,2,1,62,3,1,1,1,1,0,0,0,199225,169000
53,40.38435,-3.67029,1,1,40,0,1,1,1,0,1,1,0,152717,159500
50,40.50239,-3.6737008,2,2,135,0,1,0,1,1,0,0,1,480497,425000
13,40.42012,-3.7095282,4,3,209,0,0,1,1,0,1,0,0,760050,1090000
46,40.458164,-3.6906433,3,3,127,6,1,1,1,0,1,0,0,1134196,950000
15,40.42706,-3.70664,3,2,166,0,1,1,1,0,1,0,0,673599,895000
17,40.42587,-3.65535,3,1,78,0,1,0,1,0,1,1,0,238758,205000
29,40.478313,-3.7141109,1,1,50,17,1,1,1,0,0,1,0,347317,189000
31,40.380253,-3.636482,3,2,116,8,1,1,1,0,0,1,0,234693,300000
5,40.408794,-3.7103155,2,1,53,8,1,0,0,0,1,0,0,421413,297000
5,40.41108,-3.7127135,3,1,99,8,1,0,0,0,1,0,0,421413,450000
10,40.428936,-3.692094,3,4,145,3,1,1,1,0,0,0,0,1023319,1400000
9,40.416534,-3.669792,3,2,112,11,1,1,1,0,0,0,0,941621,749000
15,40.428905,-3.7065258,3,2,225,4,1,1,1,0,0,1,0,673599,1290000
22,40.430183,-3.6091435,3,2,89,6,1,1,1,1,0,0,0,280852,249000
38,40.393475,-3.659712,1,1,50,0,0,1,0,0,1,0,0,164928,125000
17,40.426743,-3.6579475,4,1,111,5,1,0,1,0,0,0,0,238758,282000
7,40.403378,-3.6759682,2,2,60,11,1,1,1,0,0,0,0,529747,359900
10,40.428535,-3.7020168,3,4,184,9,1,1,1,0,0,0,0,1023319,1800000
6,40.43511,-3.6788445,2,3,182,7,1,1,1,0,0,0,0,1207212,1700000
6,40.45076,-3.6851635,4,6,463,6,1,1,1,0,1,1,0,1207212,2500000
22,40.44042,-3.6113915,2,1,64,9,1,1,1,1,0,1,0,280852,205000
36,40.455627,-3.6874259,4,4,175,7,1,1,1,0,0,0,0,1197915,1200000
2,40.44198,-3.66775,6,3,207,7,1,0,1,1,0,1,0,700100,725000
15,40.42376,-3.7073,1,1,60,9,1,1,0,0,0,0,0,673599,500000
6,40.427315,-3.6709101,2,2,96,11,1,1,1,0,0,0,0,1207212,899000
32,40.41627,-3.618159,4,3,220,3,0,1,1,0,0,1,0,260153,795000
22,40.428646,-3.600861,1,1,71,3,1,1,1,0,0,0,1,280852,225000
43,40.464264,-3.6329253,3,1,79,7,1,0,1,0,1,1,0,911651,267700
15,40.43207,-3.7093027,3,3,182,10,1,1,1,0,0,1,0,673599,1295000
9,40.41801,-3.6731713,3,3,125,9,1,1,1,0,0,0,0,941621,829000
4,40.421955,-3.69829,2,2,124,6,0,0,1,0,1,0,0,747577,885000
13,40.4165,-3.706745,4,3,324,11,1,0,0,0,0,1,0,760050,2500000
28,40.43927,-3.66469,4,2,96,6,1,0,1,0,1,1,0,603234,388531
36,40.451763,-3.6890693,5,3,297,11,1,0,1,0,0,0,0,1197915,1600000
10,40.436714,-3.6944072,4,4,325,10,1,1,1,0,0,1,0,1023319,3265000
33,40.47105,-3.6377366,3,1,80,6,1,0,1,1,0,0,0,471372,316000
42,40.471703,-3.5842922,2,1,80,6,1,1,1,0,0,0,0,457692,252000
3,40.441875,-3.7131474,3,4,197,15,1,1,1,0,0,1,0,898889,1770000
22,40.43614,-3.6100233,3,2,86,6,1,1,1,0,0,1,0,280852,269000
5,40.410892,-3.7069418,2,1,75,7,1,1,0,0,1,0,0,421413,387000
43,40.450264,-3.641816,5,5,315,3,0,1,1,0,0,1,1,911651,2150000
12,40.41292,-3.7018957,3,1,73,7,1,1,1,0,0,0,0,440796,549000
12,40.4133,-3.7014668,3,3,147,8,1,1,1,0,0,1,0,440796,840000
44,40.37157,-3.752691,3,2,101,6,1,1,1,0,0,0,0,192864,260000
2,40.438755,-3.6786644,3,1,52,11,1,0,1,0,0,0,0,700100,298000
29,40.47817,-3.6980343,4,2,169,12,1,1,1,0,0,1,0,347317,550000
36,40.469204,-3.6848454,5,2,175,8,1,1,1,0,1,1,0,1197915,610000
7,40.420067,-3.6665146,3,1,95,8,1,1,1,0,0,1,0,529747,520900
9,40.422974,-3.6776474,2,2,71,7,1,1,1,0,0,0,0,941621,450000
50,40.49175,-3.6587036,1,1,73,6,1,1,1,0,0,0,1,480497,347000
25,40.3792,-3.7470162,3,1,70,9,1,1,1,0,0,1,0,197312,164990
35,40.47545,-3.7304955,4,5,365,0,0,0,1,0,0,1,1,733699,1049000
35,40.487732,-3.7238963,4,5,300,0,0,1,1,0,0,1,0,733699,980000
50,40.49963,-3.6735175,2,2,127,6,1,1,1,0,0,1,0,480497,590000
17,40.4265,-3.6579456,3,2,88,3,1,0,1,0,0,0,0,238758,220000
2,40.42741,-3.6708813,2,3,96,11,1,1,1,0,0,0,0,700100,899000
7,40.41011,-3.6700344,3,2,145,11,1,1,1,0,0,0,0,529747,670000
41,40.362087,-3.6985207,3,1,75,6,1,0,1,0,0,1,0,212177,154990
46,40.4579,-3.6905107,3,3,140,11,1,1,1,0,0,0,0,1134196,950000
17,40.433956,-3.642068,3,2,72,0,0,0,1,0,1,1,0,238758,215000
41,40.3664,-3.7176,1,1,114,10,1,1,0,0,0,0,0,212177,254500
5,40.400894,-3.699384,3,1,95,8,1,0,0,0,0,1,0,421413,379000
5,40.410034,-3.7099857,2,1,83,7,0,0,1,0,1,0,0,421413,365000
37,40.432377,-3.623428,2,1,102,6,1,1,1,0,0,1,0,260568,219500
5,40.402817,-3.701749,3,1,77,12,1,1,1,0,0,0,0,421413,380000
29,40.478348,-3.7059581,3,1,83,14,1,1,1,0,0,0,0,347317,305000
6,40.43574,-3.6860783,3,4,125,6,1,1,1,0,0,1,0,1207212,1400000
5,40.40553,-3.7064104,3,2,125,0,1,1,1,1,0,0,0,421413,520000
39,40.46312,-3.700455,1,1,42,7,1,1,1,0,0,0,0,302278,229000
35,40.47309,-3.7185266,4,2,124,10,1,0,1,1,0,1,0,733699,499000
29,40.47786,-3.7067728,1,1,47,10,1,1,1,0,0,1,0,347317,175000
17,40.4322,-3.6409988,3,2,120,0,0,1,1,0,0,1,0,238758,340000
16,40.458527,-3.6813128,5,3,143,9,1,0,1,0,0,0,0,923762,850000
43,40.46602,-3.6316547,1,1,43,7,1,1,0,0,0,0,0,911651,189000
54,40.361633,-3.7562506,1,1,40,9,1,0,1,0,0,0,1,255165,187000
37,40.42383,-3.6161404,3,1,93,8,1,1,1,0,0,0,0,260568,199800
50,40.493965,-3.659529,1,1,67,6,1,1,1,1,0,0,0,480497,298000
23,40.45737,-3.7866497,2,2,137,6,1,1,1,0,0,0,0,1274253,455000
20,40.455116,-3.7022913,5,4,170,6,1,0,1,0,0,0,0,597620,390000
4,40.42572,-3.6962614,2,2,147,0,1,1,1,0,1,0,0,747577,1350000
19,40.39645,-3.7130044,3,1,73,8,1,0,1,0,0,0,0,226302,245000
6,40.43099,-3.6775885,3,2,132,7,1,1,1,0,1,0,0,1207212,1100000
19,40.399258,-3.7192717,2,1,112,12,1,1,1,0,0,0,0,226302,345000
8,40.427532,-3.71991,5,5,301,9,1,1,1,1,0,1,0,766309,2980000
41,40.366283,-3.7120671,2,1,135,0,1,1,1,1,1,1,1,212177,260000
41,40.366535,-3.7157063,2,1,120,0,1,1,1,0,1,1,1,212177,260000
6,40.43393,-3.6859262,3,3,233,9,1,1,1,0,0,1,0,1207212,1800000
8,40.433407,-3.7178528,5,3,285,8,1,1,1,0,0,0,0,766309,1050000
14,40.40677,-3.6854846,3,3,133,10,1,1,1,0,1,0,0,856046,1100000
6,40.42649,-3.6802459,3,2,128,3,1,1,1,0,0,1,0,1207212,1195000
9,40.42152,-3.6793675,3,4,283,16,1,1,1,0,0,1,0,941621,2695000
9,40.415802,-3.676666,4,3,158,8,1,0,1,0,0,1,0,941621,1150000
3,40.441944,-3.7137146,4,2,160,11,1,1,1,0,1,0,0,898889,780000
46,40.460148,-3.6892796,4,5,244,11,1,1,1,0,0,0,0,1134196,1725000
33,40.470413,-3.6686926,2,2,68,7,1,1,1,0,0,0,0,471372,495000
5,40.40792,-3.7097182,1,1,44,8,0,1,1,0,1,0,0,421413,245000
5,40.410686,-3.7099683,2,2,101,6,0,1,1,0,1,0,0,421413,435000
22,40.425816,-3.6108432,3,2,99,6,1,0,1,0,1,1,0,280852,280000
4,40.42177,-3.69945,3,2,236,3,1,0,1,0,1,0,0,747577,1100000
6,40.42921,-3.672563,2,2,70,7,1,1,1,0,1,0,0,1207212,619000
4,40.425953,-3.7038815,3,3,87,6,1,1,1,0,1,0,0,747577,719000
4,40.423225,-3.699033,3,3,107,6,1,1,1,0,0,0,0,747577,789000
10,40.432735,-3.7024026,3,3,96,6,1,1,1,0,0,0,0,1023319,799000
13,40.419277,-3.7055652,2,2,91,10,1,0,1,0,0,0,0,760050,819000
4,40.42901,-3.7037158,2,3,109,8,0,1,1,0,0,0,0,747577,899000
29,40.476223,-3.707454,1,1,76,6,1,0,1,0,0,1,0,347317,305000
44,40.374733,-3.775952,3,1,75,9,1,1,1,0,0,1,0,192864,243000
44,40.379963,-3.7691991,3,1,81,8,1,0,1,0,0,1,0,192864,200000
19,40.39763,-3.7178955,4,2,124,9,1,1,1,0,0,0,0,226302,390000
17,40.427536,-3.6505985,2,1,57,3,1,0,1,0,0,0,0,238758,185000
45,40.394432,-3.694912,5,2,176,11,1,1,1,0,0,0,0,357857,590000
9,40.42308,-3.6794531,3,3,154,9,1,1,1,0,1,0,0,941621,1800000
20,40.45085,-3.70037,2,2,93,7,1,0,1,0,0,0,0,597620,380000
25,40.378464,-3.7406552,3,2,98,9,1,1,1,0,0,1,1,197312,395000
43,40.4543,-3.6542492,6,5,254,7,1,1,1,0,0,1,1,911651,1195000
19,40.396366,-3.712561,2,2,97,9,1,1,1,0,1,1,0,226302,325000
12,40.408566,-3.7021427,2,1,52,7,0,1,1,0,1,0,0,440796,255000
10,40.433537,-3.7006881,2,1,80,6,0,1,1,0,0,1,0,1023319,495000
15,40.435474,-3.7148926,2,2,117,12,1,1,1,0,0,1,0,673599,875000
45,40.39754,-3.6947222,3,2,91,10,1,1,1,0,0,1,0,357857,305000
3,40.44475,-3.6951156,1,1,45,3,1,0,1,0,1,1,0,898889,280250
38,40.403202,-3.6640844,3,2,111,7,1,1,1,1,0,0,0,164928,210000
36,40.46278,-3.68579,4,2,150,7,1,0,1,0,1,1,0,1197915,1001148
53,40.39157,-3.66601,3,1,67,6,0,0,1,0,1,1,0,152717,147000
17,40.42607,-3.6428223,1,1,47,3,0,1,0,0,0,0,0,238758,139000
12,40.40907,-3.7026968,3,2,130,8,1,1,1,0,1,1,0,440796,399000
37,40.431854,-3.625632,4,2,141,3,1,0,1,0,0,1,0,260568,259000
6,40.430855,-3.6734965,2,2,106,6,1,1,1,0,0,0,0,1207212,995000
12,40.41189,-3.698236,2,2,106,6,1,1,1,0,0,0,0,440796,839000
4,40.423805,-3.6991396,1,1,103,9,1,1,1,0,0,1,0,747577,910000
9,40.42325,-3.679514,3,3,155,9,1,1,1,0,1,0,0,941621,1800000
32,40.39734,-3.6071362,3,2,135,11,1,1,1,1,0,1,1,260153,338000
14,40.41367,-3.6990705,3,3,102,8,0,1,1,0,0,1,0,856046,829000
39,40.465042,-3.7101297,2,1,47,3,1,0,1,0,0,0,0,302278,185000
9,40.42328,-3.6794653,3,3,154,9,0,1,1,0,0,0,0,941621,1800000
14,40.415024,-3.6996033,4,1,140,8,1,0,1,0,1,0,0,856046,660000
21,40.33943,-3.6754923,2,2,101,0,1,1,1,0,0,0,1,156772,255000
22,40.430706,-3.6099105,2,1,123,8,1,1,1,1,0,1,0,280852,265000
12,40.415318,-3.706358,0,1,30,10,1,1,0,0,0,0,0,440796,265000
37,40.4345,-3.61869,4,3,148,10,1,1,1,0,0,0,0,260568,825000
17,40.43098,-3.64429,3,2,94,3,1,0,1,0,0,0,0,238758,277737
17,40.43098,-3.64429,2,2,102,7,1,0,1,0,0,0,0,238758,328040
47,40.393585,-3.753451,4,2,126,3,1,0,1,0,0,1,1,219078,389000
17,40.4096,-3.68624,3,2,95,0,1,0,1,0,0,0,0,238758,260000
43,40.458828,-3.6451452,1,1,95,6,1,1,1,1,0,0,1,911651,259000
37,40.424126,-3.6176841,2,1,46,8,0,1,1,0,0,0,0,260568,131000
4,40.428234,-3.7003055,3,4,267,8,1,0,1,0,1,0,0,747577,1680000
17,40.42251,-3.6514406,3,1,72,16,1,0,1,0,1,1,0,238758,269900
20,40.449978,-3.69505,1,1,51,15,1,1,1,0,0,0,0,597620,483000
15,40.426785,-3.7073755,2,2,88,8,1,1,1,0,0,1,0,673599,595000
36,40.4723,-3.67484,4,4,282,9,0,0,1,0,0,1,1,1197915,950000
43,40.45989,-3.6439064,3,2,113,7,1,1,1,0,0,1,0,911651,354500
12,40.411514,-3.6981332,5,2,204,8,1,0,1,0,1,0,0,440796,960000
19,40.397026,-3.7157013,4,2,107,7,1,0,1,0,1,1,0,226302,292500
41,40.367214,-3.691,4,2,134,10,1,1,1,0,0,1,0,212177,339000
19,40.392124,-3.709705,4,2,95,6,1,0,0,0,1,1,0,226302,306000
25,40.38861,-3.7355103,3,2,75,6,0,0,1,0,0,0,0,197312,230000
37,40.44051,-3.6166685,5,3,177,5,0,0,1,0,1,1,0,260568,680000
3,40.43992,-3.6978014,1,1,78,8,1,1,1,0,0,0,0,898889,485000
19,40.39522,-3.70699,3,2,89,8,1,0,1,0,0,0,0,226302,293600
25,40.3823,-3.72782,3,1,72,8,0,0,1,0,0,1,0,197312,135000
5,40.408913,-3.718753,1,1,63,11,1,1,1,0,0,0,0,421413,320000
8,40.429108,-3.71782,3,2,136,11,1,1,1,0,0,1,0,766309,950000
44,40.382263,-3.7667537,4,2,117,8,1,0,1,0,0,1,0,192864,350000
22,40.44328,-3.5831285,1,1,52,6,1,1,1,0,0,0,0,280852,173000
27,40.446022,-3.634631,5,4,290,0,0,1,1,0,0,0,1,379788,895000
39,40.463394,-3.7179008,3,1,104,3,1,1,1,0,0,0,0,302278,260000
12,40.410484,-3.702632,3,2,100,6,1,1,1,0,1,0,0,440796,480000
3,40.438766,-3.7005591,4,2,154,6,1,0,1,0,0,0,0,898889,795000
20,40.46124,-3.6939702,3,3,150,9,1,0,1,1,0,0,0,597620,740000
27,40.43986,-3.63182,3,1,78,9,1,0,0,0,0,1,0,379788,262650
46,40.460033,-3.6917963,3,3,130,6,1,1,1,0,0,1,0,1134196,950000
22,40.443233,-3.5834682,2,2,92,9,1,1,1,1,0,1,1,280852,265000
27,40.442772,-3.6448033,2,1,65,0,0,1,1,0,0,1,0,379788,279000
39,40.46281,-3.69977,2,3,135,0,0,1,0,0,0,0,0,302278,299900
29,40.479168,-3.7139857,3,1,75,7,1,0,1,0,0,1,0,347317,290000
4,40.42558,-3.6972296,3,3,190,6,1,1,1,0,1,1,0,747577,1525000
15,40.435753,-3.7104173,3,1,139,9,1,1,1,0,0,0,0,673599,650000
2,40.44835,-3.6790023,4,3,200,0,0,0,1,0,0,0,0,700100,1860000
9,40.41745,-3.672909,4,2,121,6,1,1,1,0,0,1,0,941621,950000
30,40.409523,-3.6428277,3,2,90,3,1,0,1,0,0,0,0,247271,250000
4,40.421677,-3.700182,3,3,107,6,1,1,1,0,0,0,0,747577,789000
19,40.390923,-3.732132,2,1,72,3,0,1,1,0,0,1,0,226302,243000
8,40.432926,-3.7237651,2,2,119,4,1,1,1,0,0,0,0,766309,750000
9,40.421494,-3.683506,2,1,70,8,1,1,0,0,1,0,0,941621,1390000
8,40.429302,-3.7183344,6,2,215,9,1,1,1,1,0,1,0,766309,965000
12,40.404934,-3.697639,1,1,94,7,1,1,0,0,0,0,1,440796,330000
5,40.40574,-3.7124596,2,1,78,6,1,1,1,0,0,0,0,421413,380000
7,40.39918,-3.67162,2,2,116,12,1,1,0,1,0,1,1,529747,480000
12,40.411404,-3.7057166,3,2,135,7,1,1,1,0,1,0,0,440796,725000
42,40.457138,-3.5905502,3,2,101,11,1,0,1,0,0,1,0,457692,349000
3,40.44084,-3.6992044,4,2,134,10,1,0,1,0,0,0,0,898889,790000
45,40.394222,-3.6841416,2,2,79,3,0,0,1,0,0,0,0,357857,399000
45,40.394222,-3.6841416,2,2,79,3,0,0,1,0,0,0,0,357857,409000
45,40.394222,-3.6841416,2,2,111,3,0,0,1,0,0,0,0,357857,429000
45,40.394222,-3.6841416,2,2,88,3,0,0,1,0,0,0,0,357857,429000
45,40.394222,-3.6841416,2,2,99,3,0,0,1,0,0,0,0,357857,379000
45,40.394222,-3.6841416,2,2,98,6,0,0,1,0,0,0,0,357857,399000
45,40.394222,-3.6841416,1,1,62,3,0,0,1,0,0,0,0,357857,259000
45,40.394222,-3.6841416,2,2,82,3,0,0,1,0,0,0,0,357857,349000
45,40.394222,-3.6841416,2,2,84,3,0,0,1,0,0,0,0,357857,429000
4,40.42249,-3.7088075,3,3,115,9,1,1,1,0,0,0,0,747577,859000
19,40.389767,-3.7309897,2,2,78,6,1,1,1,1,0,0,1,226302,275000
10,40.434124,-3.6942863,5,5,275,8,1,1,1,0,0,1,0,1023319,2690000
4,40.42397,-3.7000108,1,1,55,7,1,1,1,0,0,0,0,747577,469000
1,40.424236,-3.6784163,2,3,104,6,1,1,1,0,0,0,0,1709528,849000
3,40.4405,-3.7127514,4,2,171,9,1,0,1,0,0,0,0,898889,725000
26,40.386513,-3.7084239,3,1,70,7,0,1,1,0,0,0,0,202513,149999
10,40.431248,-3.7019777,3,3,88,6,1,1,1,0,0,0,0,1023319,799000
4,40.42123,-3.7053437,5,5,135,7,1,1,1,0,0,0,0,747577,859000
2,40.43964,-3.67182,4,2,236,0,1,1,1,1,0,1,0,700100,1400000
12,40.415684,-3.7049057,1,1,94,10,1,1,1,0,0,0,0,440796,550000
11,40.4078,-3.7438,3,1,65,9,0,0,0,0,0,0,0,259011,155000
27,40.444016,-3.6175282,6,3,305,0,0,1,1,0,1,1,1,379788,796000
21,40.35802,-3.6831446,4,3,187,6,1,1,1,0,0,0,0,156772,315000
20,40.457275,-3.6998913,4,2,96,0,1,1,1,1,0,1,0,597620,420000
6,40.432278,-3.68052,7,7,145,2,1,1,1,0,0,0,0,1207212,1290000
22,40.44383,-3.592639,2,1,107,8,1,1,1,0,0,1,1,280852,350000
2,40.440136,-3.679647,3,2,105,2,1,0,1,0,0,0,0,700100,390000
14,40.414967,-3.6995995,4,1,140,8,1,0,1,0,1,0,0,856046,670000
12,40.41031,-3.700873,4,2,140,6,1,0,0,0,1,1,0,440796,485000
14,40.41676,-3.6966221,3,3,102,8,1,1,1,0,1,0,0,856046,829000
43,40.458626,-3.6600885,3,2,102,9,1,1,1,0,0,1,0,911651,454000
8,40.42762,-3.71517,2,2,50,0,0,1,1,0,0,0,0,766309,295000
20,40.450306,-3.6984549,2,2,115,6,1,1,1,1,0,0,0,597620,449000
4,40.42095,-3.70586,5,5,135,7,0,1,1,0,0,0,0,747577,859000
29,40.470535,-3.6949546,3,3,152,3,1,1,1,1,0,0,1,347317,495000
21,40.350735,-3.6893077,3,1,85,8,0,1,0,0,0,1,0,156772,140000
4,40.424023,-3.70681,3,3,115,9,1,1,1,0,0,0,0,747577,859000
29,40.48484,-3.6952994,4,2,145,8,1,1,1,0,0,0,0,347317,570000
29,40.484756,-3.6955183,4,2,145,8,1,1,1,0,0,0,0,347317,530000
12,40.40713,-3.69999,1,1,33,6,1,0,0,0,0,0,0,440796,190000
15,40.42465,-3.71014,2,1,70,8,1,1,0,1,0,1,0,673599,575500
43,40.46241,-3.65876,4,2,140,0,1,1,1,0,1,1,1,911651,990000
31,40.379757,-3.6053402,4,2,160,6,1,1,1,0,0,1,0,234693,395000
1,40.42844,-3.6759367,1,1,66,3,1,1,1,0,0,0,0,1709528,395000
9,40.417076,-3.673058,3,3,125,10,1,1,1,0,0,0,0,941621,829000
3,40.443844,-3.7003446,2,2,82,2,1,1,1,0,0,0,0,898889,525000
12,40.405254,-3.6961188,4,2,106,8,1,1,1,0,0,1,0,440796,460000
15,40.43266,-3.7154853,5,3,194,7,1,1,1,0,1,1,0,673599,840000
16,40.455803,-3.67984,2,2,150,0,0,1,1,0,1,1,0,923762,750000
5,40.414017,-3.7086575,1,1,66,6,1,1,1,0,0,0,0,421413,375000
5,40.402126,-3.7024403,3,1,88,0,1,1,1,0,0,1,0,421413,320000
